# Total number neurons: 40000
# Local number neurons: 5000
# Number MPI ranks: 8
# Current simulation step: 2002
# <target rank> <target neuron id>	<source rank> <source neuron id>	<weight>	<plastic>
6 2874	2 31	1	1
7 4889	2 31	1	1
2 3979	2 32	1	1
3 3376	2 32	1	1
5 2844	2 32	1	1
6 3540	2 32	1	1
7 780	2 32	1	1
6 2838	2 32	1	1
0 1552	2 33	1	1
3 3527	2 33	1	1
5 1993	2 33	1	1
6 2523	2 33	1	1
6 3785	2 33	1	1
1 2438	2 33	1	1
2 3690	2 34	1	1
2 4017	2 34	1	1
0 900	2 34	1	1
4 2227	2 34	1	1
4 2367	2 34	1	1
5 3404	2 34	1	1
2 819	2 35	1	1
0 811	2 35	1	1
0 1069	2 35	1	1
3 1141	2 35	1	1
5 1374	2 35	1	1
5 3562	2 35	1	1
3 3968	2 36	1	1
4 2503	2 36	1	1
5 4057	2 36	1	1
5 3766	2 36	1	1
7 2962	2 36	1	1
7 309	2 36	1	1
0 4446	2 37	1	1
3 4932	2 37	1	1
3 1210	2 37	1	1
3 1738	2 37	1	1
4 4289	2 37	1	1
0 3366	2 37	1	1
4 3469	2 38	1	1
5 3736	2 38	1	1
6 2291	2 38	1	1
7 3910	2 38	1	1
3 3686	2 38	1	1
3 4994	2 38	1	1
2 4961	2 39	1	1
0 1170	2 39	1	1
1 2736	2 39	1	1
1 972	2 39	1	1
7 2883	2 39	1	1
5 1340	2 39	1	1
2 3615	2 40	1	1
3 4931	2 40	1	1
3 3424	2 40	1	1
4 4959	2 40	1	1
5 1321	2 40	1	1
6 282	2 40	1	1
3 1830	2 41	1	1
4 1214	2 41	1	1
5 3536	2 41	1	1
6 3907	2 41	1	1
0 4565	2 41	1	1
6 3177	2 41	1	1
2 408	2 42	1	1
2 2794	2 42	1	1
1 2252	2 42	1	1
3 4581	2 42	1	1
3 437	2 42	1	1
4 415	2 42	1	1
2 197	2 43	1	1
2 1308	2 43	1	1
0 4081	2 43	1	1
3 3507	2 43	1	1
4 478	2 43	1	1
6 1126	2 43	1	1
2 2172	2 44	1	1
4 766	2 44	1	1
4 258	2 44	1	1
5 1706	2 44	1	1
4 2023	2 44	1	1
5 515	2 44	1	1
1 3444	2 45	1	1
1 296	2 45	1	1
3 1442	2 45	1	1
4 3730	2 45	1	1
5 2231	2 45	1	1
7 2026	2 45	1	1
2 1810	2 46	1	1
0 1698	2 46	1	1
1 1382	2 46	1	1
4 2533	2 46	1	1
5 1390	2 46	1	1
7 3193	2 46	1	1
2 4969	2 47	1	1
3 1819	2 47	1	1
3 3253	2 47	1	1
3 2305	2 47	1	1
3 1420	2 47	1	1
7 1379	2 47	1	1
2 3909	2 48	1	1
2 1199	2 48	1	1
3 1126	2 48	1	1
4 2235	2 48	1	1
0 2111	2 48	1	1
5 1544	2 48	1	1
0 4540	2 49	1	1
0 3469	2 49	1	1
1 1197	2 49	1	1
3 1074	2 49	1	1
6 4019	2 49	1	1
7 4267	2 49	1	1
2 4843	2 50	1	1
0 969	2 50	1	1
1 879	2 50	1	1
6 2984	2 50	1	1
7 3989	2 50	1	1
7 2276	2 50	1	1
0 1640	2 51	1	1
0 2794	2 51	1	1
1 4684	2 51	1	1
1 1189	2 51	1	1
3 2157	2 51	1	1
0 4163	2 51	1	1
2 2444	2 52	1	1
0 1118	2 52	1	1
3 2034	2 52	1	1
6 318	2 52	1	1
7 3904	2 52	1	1
7 3819	2 52	1	1
3 1273	2 53	1	1
4 1123	2 53	1	1
5 1822	2 53	1	1
6 2585	2 53	1	1
1 2367	2 53	1	1
4 4152	2 53	1	1
0 2173	2 54	1	1
3 161	2 54	1	1
3 810	2 54	1	1
5 4911	2 54	1	1
6 2576	2 54	1	1
6 2284	2 54	1	1
1 3787	2 55	1	1
3 2179	2 55	1	1
3 667	2 55	1	1
6 1571	2 55	1	1
1 1737	2 55	1	1
6 699	2 55	1	1
0 3420	2 56	1	1
0 634	2 56	1	1
3 707	2 56	1	1
4 670	2 56	1	1
7 4186	2 56	1	1
5 2957	2 56	1	1
0 317	2 57	1	1
1 287	2 57	1	1
4 4104	2 57	1	1
7 4192	2 57	1	1
7 17	2 57	1	1
7 3669	2 57	1	1
2 2609	2 58	1	1
2 4145	2 58	1	1
0 1244	2 58	1	1
4 103	2 58	1	1
6 4310	2 58	1	1
7 2257	2 58	1	1
1 405	2 59	1	1
3 4964	2 59	1	1
7 60	2 59	1	1
7 650	2 59	1	1
7 80	2 59	1	1
7 1113	2 59	1	1
0 3551	2 60	1	1
0 2393	2 60	1	1
1 4785	2 60	1	1
3 160	2 60	1	1
5 396	2 60	1	1
3 3274	2 60	1	1
2 255	2 61	1	1
2 706	2 61	1	1
1 700	2 61	1	1
1 1049	2 61	1	1
5 3837	2 61	1	1
5 2674	2 61	1	1
0 1551	2 62	1	1
1 4985	2 62	1	1
3 4672	2 62	1	1
6 1415	2 62	1	1
6 1459	2 62	1	1
5 172	2 62	1	1
0 337	2 63	1	1
0 2617	2 63	1	1
3 1345	2 63	1	1
3 2028	2 63	1	1
4 1015	2 63	1	1
7 3390	2 63	1	1
2 3827	2 64	1	1
1 1919	2 64	1	1
3 3530	2 64	1	1
3 2246	2 64	1	1
7 2102	2 64	1	1
6 2726	2 64	1	1
0 1105	2 65	1	1
1 4565	2 65	1	1
5 1938	2 65	1	1
5 39	2 65	1	1
6 4209	2 65	1	1
6 1639	2 65	1	1
2 2809	2 66	1	1
0 704	2 66	1	1
3 1962	2 66	1	1
5 1753	2 66	1	1
6 1096	2 66	1	1
4 3258	2 66	1	1
2 2833	2 67	1	1
2 4149	2 67	1	1
2 1821	2 67	1	1
0 2585	2 67	1	1
5 876	2 67	1	1
6 1519	2 67	1	1
2 4614	2 68	1	1
3 4141	2 68	1	1
4 2111	2 68	1	1
7 2939	2 68	1	1
1 3945	2 68	1	1
7 433	2 68	1	1
2 3484	2 69	1	1
0 1113	2 69	1	1
0 4423	2 69	1	1
4 2138	2 69	1	1
5 2747	2 69	1	1
0 3443	2 69	1	1
2 3913	2 70	1	1
0 1494	2 70	1	1
1 2950	2 70	1	1
1 1442	2 70	1	1
6 3281	2 70	1	1
0 696	2 70	1	1
2 3607	2 71	1	1
0 3761	2 71	1	1
0 3897	2 71	1	1
1 3910	2 71	1	1
3 4140	2 71	1	1
0 2642	2 71	1	1
0 3058	2 72	1	1
0 3892	2 72	1	1
1 736	2 72	1	1
3 937	2 72	1	1
4 1974	2 72	1	1
5 4464	2 72	1	1
2 2752	2 73	1	1
2 629	2 73	1	1
3 1527	2 73	1	1
4 1451	2 73	1	1
7 4146	2 73	1	1
1 3949	2 73	1	1
0 4841	2 74	1	1
1 1394	2 74	1	1
4 1312	2 74	1	1
7 4784	2 74	1	1
7 324	2 74	1	1
7 386	2 74	1	1
2 3464	2 75	1	1
0 1603	2 75	1	1
1 4622	2 75	1	1
3 202	2 75	1	1
3 3343	2 75	1	1
6 425	2 75	1	1
2 1482	2 76	1	1
2 4190	2 76	1	1
2 2017	2 76	1	1
0 3605	2 76	1	1
3 2120	2 76	1	1
7 2454	2 76	1	1
1 2836	2 77	1	1
1 4104	2 77	1	1
1 2922	2 77	1	1
4 1953	2 77	1	1
4 4055	2 77	1	1
7 728	2 77	1	1
0 4725	2 78	1	1
3 3968	2 78	1	1
5 2337	2 78	1	1
5 4479	2 78	1	1
7 821	2 78	1	1
3 2512	2 78	1	1
2 2545	2 79	1	1
1 2816	2 79	1	1
4 766	2 79	1	1
5 2512	2 79	1	1
4 1334	2 79	1	1
6 714	2 79	1	1
2 2660	2 80	1	1
0 1296	2 80	1	1
0 2786	2 80	1	1
1 1403	2 80	1	1
4 4240	2 80	1	1
5 276	2 80	1	1
3 276	2 81	1	1
5 4957	2 81	1	1
5 4670	2 81	1	1
5 4212	2 81	1	1
6 4020	2 81	1	1
3 2231	2 81	1	1
0 1030	2 82	1	1
1 2330	2 82	1	1
1 2010	2 82	1	1
4 4380	2 82	1	1
6 1389	2 82	1	1
4 4376	2 82	1	1
2 2632	2 83	1	1
3 908	2 83	1	1
4 784	2 83	1	1
6 24	2 83	1	1
6 2939	2 83	1	1
3 3155	2 83	1	1
2 973	2 84	1	1
0 1567	2 84	1	1
0 4294	2 84	1	1
3 4818	2 84	1	1
4 4645	2 84	1	1
6 3780	2 84	1	1
0 581	2 85	1	1
3 3956	2 85	1	1
3 1411	2 85	1	1
4 2030	2 85	1	1
7 3785	2 85	1	1
5 2248	2 85	1	1
2 3980	2 86	1	1
2 877	2 86	1	1
3 4948	2 86	1	1
3 3512	2 86	1	1
5 2570	2 86	1	1
7 3075	2 86	1	1
2 3704	2 87	1	1
2 1028	2 87	1	1
2 1397	2 87	1	1
3 4033	2 87	1	1
3 2210	2 87	1	1
7 3687	2 87	1	1
1 1852	2 88	1	1
5 791	2 88	1	1
6 1205	2 88	1	1
6 2975	2 88	1	1
7 1153	2 88	1	1
6 1233	2 88	1	1
0 2589	2 89	1	1
1 4027	2 89	1	1
4 938	2 89	1	1
5 2746	2 89	1	1
6 3562	2 89	1	1
1 7	2 89	1	1
2 4401	2 90	1	1
1 4557	2 90	1	1
3 1723	2 90	1	1
4 101	2 90	1	1
5 3980	2 90	1	1
7 851	2 90	1	1
5 162	2 91	1	1
5 2188	2 91	1	1
7 1443	2 91	1	1
7 3664	2 91	1	1
7 2957	2 91	1	1
3 3693	2 91	1	1
2 3476	2 92	1	1
2 574	2 92	1	1
0 2868	2 92	1	1
4 1110	2 92	1	1
6 2482	2 92	1	1
3 4365	2 92	1	1
2 1575	2 93	1	1
3 1965	2 93	1	1
4 2269	2 93	1	1
4 2962	2 93	1	1
6 4890	2 93	1	1
6 2610	2 93	1	1
0 3877	2 94	1	1
1 366	2 94	1	1
4 826	2 94	1	1
5 1621	2 94	1	1
6 4396	2 94	1	1
7 238	2 94	1	1
2 780	2 95	1	1
2 2708	2 95	1	1
0 1236	2 95	1	1
3 3604	2 95	1	1
5 904	2 95	1	1
0 2285	2 95	1	1
0 4757	2 96	1	1
3 804	2 96	1	1
4 4558	2 96	1	1
5 1416	2 96	1	1
7 3917	2 96	1	1
7 2094	2 96	1	1
2 684	2 97	1	1
5 1584	2 97	1	1
7 3047	2 97	1	1
7 4322	2 97	1	1
4 208	2 97	1	1
0 2830	2 97	1	1
2 1959	2 98	1	1
3 3192	2 98	1	1
4 1475	2 98	1	1
4 1580	2 98	1	1
5 4710	2 98	1	1
7 1698	2 98	1	1
2 3926	2 99	1	1
3 4586	2 99	1	1
6 2564	2 99	1	1
1 2915	2 99	1	1
5 2740	2 99	1	1
6 3786	2 99	1	1
2 185	2 100	1	1
0 3298	2 100	1	1
4 1401	2 100	1	1
5 2052	2 100	1	1
6 1817	2 100	1	1
7 2814	2 100	1	1
2 197	2 101	1	1
2 2455	2 101	1	1
1 3236	2 101	1	1
5 4685	2 101	1	1
6 3591	2 101	1	1
7 346	2 101	1	1
2 1086	2 102	1	1
0 2318	2 102	1	1
4 107	2 102	1	1
4 2135	2 102	1	1
6 40	2 102	1	1
4 4132	2 102	1	1
2 1512	2 103	1	1
2 1403	2 103	1	1
3 3859	2 103	1	1
4 2598	2 103	1	1
5 2293	2 103	1	1
6 1658	2 103	1	1
2 3907	2 104	1	1
0 880	2 104	1	1
4 4913	2 104	1	1
4 1473	2 104	1	1
5 845	2 104	1	1
7 4766	2 104	1	1
1 1710	2 105	1	1
3 4699	2 105	1	1
4 2967	2 105	1	1
6 94	2 105	1	1
7 208	2 105	1	1
7 3060	2 105	1	1
2 969	2 106	1	1
2 658	2 106	1	1
3 4666	2 106	1	1
3 4001	2 106	1	1
6 236	2 106	1	1
5 1250	2 106	1	1
2 4836	2 107	1	1
1 1512	2 107	1	1
1 4742	2 107	1	1
3 3507	2 107	1	1
5 213	2 107	1	1
7 4052	2 107	1	1
1 4827	2 108	1	1
3 1674	2 108	1	1
3 788	2 108	1	1
4 2236	2 108	1	1
4 2198	2 108	1	1
7 4797	2 108	1	1
2 3079	2 109	1	1
2 48	2 109	1	1
0 3960	2 109	1	1
5 4837	2 109	1	1
5 4487	2 109	1	1
7 2979	2 109	1	1
2 4456	2 110	1	1
2 1780	2 110	1	1
0 3185	2 110	1	1
1 3071	2 110	1	1
7 3769	2 110	1	1
7 219	2 110	1	1
3 2021	2 111	1	1
4 2089	2 111	1	1
5 44	2 111	1	1
5 1001	2 111	1	1
6 177	2 111	1	1
0 2681	2 111	1	1
2 2152	2 112	1	1
1 3999	2 112	1	1
3 589	2 112	1	1
5 295	2 112	1	1
6 1471	2 112	1	1
7 2295	2 112	1	1
2 4265	2 113	1	1
0 1528	2 113	1	1
5 3862	2 113	1	1
6 3611	2 113	1	1
0 2485	2 113	1	1
7 972	2 113	1	1
2 468	2 114	1	1
3 1509	2 114	1	1
4 2379	2 114	1	1
4 3043	2 114	1	1
4 3565	2 114	1	1
5 930	2 114	1	1
2 1048	2 115	1	1
2 1146	2 115	1	1
3 4143	2 115	1	1
5 4168	2 115	1	1
7 4289	2 115	1	1
3 3124	2 115	1	1
0 344	2 116	1	1
0 1061	2 116	1	1
3 2592	2 116	1	1
5 1644	2 116	1	1
6 2468	2 116	1	1
0 2430	2 116	1	1
2 1008	2 117	1	1
0 1850	2 117	1	1
0 4058	2 117	1	1
3 4127	2 117	1	1
3 2340	2 117	1	1
6 3208	2 117	1	1
2 2133	2 118	1	1
0 1320	2 118	1	1
0 1108	2 118	1	1
3 1864	2 118	1	1
4 836	2 118	1	1
6 4917	2 118	1	1
0 3573	2 119	1	1
0 4496	2 119	1	1
4 942	2 119	1	1
4 3029	2 119	1	1
5 3518	2 119	1	1
1 3156	2 119	1	1
2 47	2 120	1	1
2 1121	2 120	1	1
0 854	2 120	1	1
4 4050	2 120	1	1
5 2796	2 120	1	1
7 1453	2 120	1	1
2 3207	2 121	1	1
2 570	2 121	1	1
2 1814	2 121	1	1
2 345	2 121	1	1
6 609	2 121	1	1
0 1476	2 121	1	1
2 1276	2 122	1	1
2 786	2 122	1	1
2 3720	2 122	1	1
4 1520	2 122	1	1
4 1839	2 122	1	1
7 2310	2 122	1	1
5 2690	2 123	1	1
5 818	2 123	1	1
6 480	2 123	1	1
6 3725	2 123	1	1
7 3979	2 123	1	1
0 4505	2 123	1	1
0 4188	2 124	1	1
4 872	2 124	1	1
5 1447	2 124	1	1
6 802	2 124	1	1
7 2954	2 124	1	1
1 459	2 124	1	1
0 397	2 125	1	1
3 1605	2 125	1	1
5 2730	2 125	1	1
5 2001	2 125	1	1
6 2473	2 125	1	1
6 4673	2 125	1	1
0 2195	2 126	1	1
1 855	2 126	1	1
5 3907	2 126	1	1
7 4605	2 126	1	1
1 640	2 126	1	1
3 4046	2 126	1	1
2 1937	2 127	1	1
1 4686	2 127	1	1
3 408	2 127	1	1
3 2543	2 127	1	1
6 966	2 127	1	1
5 3492	2 127	1	1
1 2028	2 128	1	1
3 3436	2 128	1	1
4 1025	2 128	1	1
5 4100	2 128	1	1
6 1828	2 128	1	1
7 575	2 128	1	1
5 3396	2 129	1	1
7 3376	2 129	1	1
7 831	2 129	1	1
3 2329	2 129	1	1
4 1396	2 129	1	1
6 31	2 129	1	1
0 4748	2 130	1	1
1 1057	2 130	1	1
4 3095	2 130	1	1
5 61	2 130	1	1
5 4423	2 130	1	1
7 1441	2 130	1	1
0 3456	2 131	1	1
0 1441	2 131	1	1
1 1579	2 131	1	1
3 69	2 131	1	1
4 4492	2 131	1	1
6 1207	2 131	1	1
2 4555	2 132	1	1
1 2622	2 132	1	1
4 3733	2 132	1	1
5 526	2 132	1	1
6 1974	2 132	1	1
7 3595	2 132	1	1
0 3766	2 133	1	1
4 4955	2 133	1	1
4 2990	2 133	1	1
5 4239	2 133	1	1
7 2653	2 133	1	1
7 2935	2 133	1	1
2 798	2 134	1	1
0 4764	2 134	1	1
1 3660	2 134	1	1
5 2759	2 134	1	1
7 4112	2 134	1	1
7 2411	2 134	1	1
0 2299	2 135	1	1
3 457	2 135	1	1
4 383	2 135	1	1
5 2858	2 135	1	1
5 4485	2 135	1	1
7 3493	2 135	1	1
2 4136	2 136	1	1
2 4717	2 136	1	1
1 2599	2 136	1	1
5 269	2 136	1	1
6 2555	2 136	1	1
7 3260	2 136	1	1
2 3926	2 137	1	1
0 904	2 137	1	1
1 1097	2 137	1	1
4 4007	2 137	1	1
4 2646	2 137	1	1
5 1982	2 137	1	1
2 293	2 138	1	1
0 3131	2 138	1	1
5 3871	2 138	1	1
6 2999	2 138	1	1
6 3657	2 138	1	1
6 3268	2 138	1	1
2 3706	2 139	1	1
4 3063	2 139	1	1
5 203	2 139	1	1
7 274	2 139	1	1
7 4598	2 139	1	1
4 1489	2 139	1	1
0 908	2 140	1	1
3 1572	2 140	1	1
4 770	2 140	1	1
0 1982	2 140	1	1
3 2786	2 140	1	1
5 2948	2 140	1	1
2 3984	2 141	1	1
6 4132	2 141	1	1
6 4990	2 141	1	1
7 4010	2 141	1	1
7 3304	2 141	1	1
7 926	2 141	1	1
2 2280	2 142	1	1
2 3895	2 142	1	1
0 4858	2 142	1	1
1 3992	2 142	1	1
7 2973	2 142	1	1
7 4268	2 142	1	1
0 4212	2 143	1	1
0 675	2 143	1	1
3 2934	2 143	1	1
4 3718	2 143	1	1
5 3685	2 143	1	1
5 1339	2 143	1	1
0 1341	2 144	1	1
1 3243	2 144	1	1
4 3268	2 144	1	1
6 3854	2 144	1	1
6 3157	2 144	1	1
7 3581	2 144	1	1
2 1842	2 145	1	1
2 762	2 145	1	1
4 4180	2 145	1	1
4 2023	2 145	1	1
4 1204	2 145	1	1
3 4891	2 145	1	1
4 2025	2 146	1	1
4 2992	2 146	1	1
5 2057	2 146	1	1
7 3389	2 146	1	1
0 438	2 146	1	1
6 497	2 146	1	1
2 4458	2 147	1	1
0 2879	2 147	1	1
1 3861	2 147	1	1
4 51	2 147	1	1
6 3795	2 147	1	1
7 1858	2 147	1	1
2 506	2 148	1	1
2 1341	2 148	1	1
0 4539	2 148	1	1
3 4627	2 148	1	1
5 4710	2 148	1	1
6 2523	2 148	1	1
2 853	2 149	1	1
1 4515	2 149	1	1
5 3465	2 149	1	1
5 729	2 149	1	1
3 2395	2 149	1	1
5 4908	2 149	1	1
1 219	2 150	1	1
4 1966	2 150	1	1
6 2775	2 150	1	1
6 4220	2 150	1	1
7 3266	2 150	1	1
5 3526	2 150	1	1
2 1987	2 151	1	1
3 999	2 151	1	1
4 3331	2 151	1	1
5 1832	2 151	1	1
6 18	2 151	1	1
0 4941	2 151	1	1
1 519	2 152	1	1
1 1932	2 152	1	1
4 4453	2 152	1	1
4 4887	2 152	1	1
7 3888	2 152	1	1
7 4855	2 152	1	1
0 4159	2 153	1	1
0 4590	2 153	1	1
1 3629	2 153	1	1
4 1926	2 153	1	1
3 4630	2 153	1	1
4 2635	2 153	1	1
0 3477	2 154	1	1
3 2209	2 154	1	1
4 901	2 154	1	1
5 2517	2 154	1	1
5 4346	2 154	1	1
3 4504	2 154	1	1
0 1355	2 155	1	1
0 3399	2 155	1	1
3 1318	2 155	1	1
4 3564	2 155	1	1
4 2052	2 155	1	1
4 4509	2 155	1	1
1 163	2 156	1	1
3 1049	2 156	1	1
3 1177	2 156	1	1
4 2895	2 156	1	1
7 4662	2 156	1	1
5 2772	2 156	1	1
0 2345	2 157	1	1
3 4182	2 157	1	1
5 4108	2 157	1	1
6 17	2 157	1	1
7 4916	2 157	1	1
5 155	2 157	1	1
0 2118	2 158	1	1
1 3041	2 158	1	1
6 3568	2 158	1	1
7 4270	2 158	1	1
7 1089	2 158	1	1
0 896	2 158	1	1
0 2494	2 159	1	1
0 670	2 159	1	1
3 3818	2 159	1	1
5 4659	2 159	1	1
6 2381	2 159	1	1
7 15	2 159	1	1
1 3977	2 160	1	1
4 1890	2 160	1	1
4 4180	2 160	1	1
7 4416	2 160	1	1
0 1654	2 160	1	1
5 3194	2 160	1	1
2 561	2 161	1	1
4 4867	2 161	1	1
5 4411	2 161	1	1
7 1938	2 161	1	1
0 4189	2 161	1	1
4 4354	2 161	1	1
3 3538	2 162	1	1
4 2888	2 162	1	1
5 2521	2 162	1	1
0 3782	2 162	1	1
6 4741	2 162	1	1
6 1452	2 162	1	1
1 4166	2 163	1	1
3 1590	2 163	1	1
5 1170	2 163	1	1
5 2284	2 163	1	1
3 4945	2 163	1	1
4 2080	2 163	1	1
0 1242	2 164	1	1
1 115	2 164	1	1
4 4136	2 164	1	1
4 4913	2 164	1	1
7 1357	2 164	1	1
7 3417	2 164	1	1
1 820	2 165	1	1
1 2282	2 165	1	1
1 2567	2 165	1	1
3 2143	2 165	1	1
4 169	2 165	1	1
5 4517	2 165	1	1
2 1197	2 166	1	1
1 16	2 166	1	1
1 3601	2 166	1	1
3 2677	2 166	1	1
5 3794	2 166	1	1
5 3186	2 166	1	1
1 787	2 167	1	1
3 1293	2 167	1	1
3 4055	2 167	1	1
3 1299	2 167	1	1
3 1140	2 167	1	1
0 3469	2 167	1	1
2 487	2 168	1	1
1 986	2 168	1	1
3 862	2 168	1	1
4 2693	2 168	1	1
7 2704	2 168	1	1
3 2138	2 168	1	1
0 4644	2 169	1	1
0 2042	2 169	1	1
3 3129	2 169	1	1
6 3909	2 169	1	1
6 4283	2 169	1	1
7 4966	2 169	1	1
2 1152	2 170	1	1
0 1335	2 170	1	1
4 982	2 170	1	1
6 789	2 170	1	1
6 985	2 170	1	1
7 4911	2 170	1	1
2 3847	2 171	1	1
1 1524	2 171	1	1
3 410	2 171	1	1
4 787	2 171	1	1
5 4348	2 171	1	1
6 4405	2 171	1	1
1 4886	2 172	1	1
1 3397	2 172	1	1
4 1609	2 172	1	1
5 927	2 172	1	1
6 4236	2 172	1	1
7 3083	2 172	1	1
0 2976	2 173	1	1
1 3792	2 173	1	1
4 703	2 173	1	1
4 3093	2 173	1	1
5 4690	2 173	1	1
7 4548	2 173	1	1
0 2399	2 174	1	1
1 1675	2 174	1	1
1 1015	2 174	1	1
5 1276	2 174	1	1
7 4446	2 174	1	1
3 4303	2 174	1	1
1 3889	2 175	1	1
3 2195	2 175	1	1
4 286	2 175	1	1
6 3786	2 175	1	1
6 453	2 175	1	1
7 3286	2 175	1	1
2 2914	2 176	1	1
2 2839	2 176	1	1
2 4575	2 176	1	1
3 309	2 176	1	1
4 2610	2 176	1	1
7 174	2 176	1	1
2 2085	2 177	1	1
0 127	2 177	1	1
0 1823	2 177	1	1
6 3679	2 177	1	1
6 1478	2 177	1	1
7 3739	2 177	1	1
2 3297	2 178	1	1
1 3586	2 178	1	1
4 3738	2 178	1	1
4 2857	2 178	1	1
5 563	2 178	1	1
7 2092	2 178	1	1
3 2623	2 179	1	1
3 3951	2 179	1	1
3 3879	2 179	1	1
4 2761	2 179	1	1
5 806	2 179	1	1
5 1888	2 179	1	1
3 756	2 180	1	1
3 4249	2 180	1	1
6 3994	2 180	1	1
6 1785	2 180	1	1
7 2100	2 180	1	1
7 440	2 180	1	1
