# Total number neurons: 40000
# Local number neurons: 5000
# Number MPI ranks: 8
# Current simulation step: 2002
# <target rank> <target neuron id>	<source rank> <source neuron id>	<weight>	<plastic>
2 2111	1 40	1	1
6 3137	1 40	1	1
7 2780	1 40	1	1
7 4741	1 40	1	1
1 1185	1 41	1	1
1 2727	1 41	1	1
5 3875	1 41	1	1
5 1399	1 41	1	1
7 2713	1 41	1	1
7 1435	1 41	1	1
1 4657	1 42	1	1
5 3030	1 42	1	1
7 2337	1 42	1	1
7 2408	1 42	1	1
7 2810	1 42	1	1
0 550	1 42	1	1
1 2593	1 43	1	1
1 4863	1 43	1	1
0 682	1 43	1	1
5 4503	1 43	1	1
5 2934	1 43	1	1
7 357	1 43	1	1
1 3983	1 44	1	1
0 3828	1 44	1	1
2 1048	1 44	1	1
4 811	1 44	1	1
4 113	1 44	1	1
6 3819	1 44	1	1
1 1098	1 45	1	1
0 4735	1 45	1	1
4 4791	1 45	1	1
4 2608	1 45	1	1
7 2713	1 45	1	1
7 314	1 45	1	1
1 1836	1 46	1	1
2 4094	1 46	1	1
3 4480	1 46	1	1
4 1441	1 46	1	1
6 1572	1 46	1	1
6 3577	1 46	1	1
0 1321	1 47	1	1
2 2832	1 47	1	1
4 2199	1 47	1	1
6 299	1 47	1	1
7 1992	1 47	1	1
6 3574	1 47	1	1
2 1347	1 48	1	1
2 4164	1 48	1	1
4 64	1 48	1	1
6 687	1 48	1	1
7 4577	1 48	1	1
2 3400	1 48	1	1
1 856	1 49	1	1
5 338	1 49	1	1
5 2367	1 49	1	1
5 3000	1 49	1	1
7 1612	1 49	1	1
7 492	1 49	1	1
1 4677	1 50	1	1
0 4517	1 50	1	1
4 3477	1 50	1	1
4 969	1 50	1	1
5 1737	1 50	1	1
6 3940	1 50	1	1
0 4610	1 51	1	1
2 610	1 51	1	1
3 3343	1 51	1	1
3 4937	1 51	1	1
6 4753	1 51	1	1
7 1894	1 51	1	1
0 3925	1 52	1	1
2 387	1 52	1	1
5 3071	1 52	1	1
5 1253	1 52	1	1
4 3462	1 52	1	1
5 3035	1 52	1	1
1 4635	1 53	1	1
0 242	1 53	1	1
2 4020	1 53	1	1
3 3715	1 53	1	1
4 4485	1 53	1	1
4 2241	1 53	1	1
6 2402	1 54	1	1
6 4319	1 54	1	1
6 1245	1 54	1	1
7 669	1 54	1	1
7 3448	1 54	1	1
5 2147	1 54	1	1
1 3162	1 55	1	1
3 17	1 55	1	1
4 729	1 55	1	1
5 712	1 55	1	1
7 3835	1 55	1	1
7 565	1 55	1	1
1 1902	1 56	1	1
1 3410	1 56	1	1
3 3554	1 56	1	1
4 2032	1 56	1	1
6 3499	1 56	1	1
7 888	1 56	1	1
1 847	1 57	1	1
1 3033	1 57	1	1
2 2278	1 57	1	1
3 4316	1 57	1	1
4 4286	1 57	1	1
4 3926	1 57	1	1
3 4290	1 58	1	1
5 1165	1 58	1	1
7 2819	1 58	1	1
7 3433	1 58	1	1
5 501	1 58	1	1
3 2666	1 58	1	1
1 3414	1 59	1	1
0 4082	1 59	1	1
3 3686	1 59	1	1
4 4327	1 59	1	1
5 3894	1 59	1	1
6 1266	1 59	1	1
1 4320	1 60	1	1
1 1756	1 60	1	1
0 4930	1 60	1	1
0 4	1 60	1	1
2 2266	1 60	1	1
7 4863	1 60	1	1
1 1526	1 61	1	1
1 3796	1 61	1	1
1 709	1 61	1	1
2 3398	1 61	1	1
3 4916	1 61	1	1
7 431	1 61	1	1
2 3651	1 62	1	1
3 1638	1 62	1	1
5 3486	1 62	1	1
7 3980	1 62	1	1
7 4146	1 62	1	1
7 2668	1 62	1	1
1 3450	1 63	1	1
0 3796	1 63	1	1
3 3628	1 63	1	1
4 4	1 63	1	1
5 3430	1 63	1	1
7 3446	1 63	1	1
0 2056	1 64	1	1
2 1653	1 64	1	1
2 246	1 64	1	1
3 3220	1 64	1	1
5 1198	1 64	1	1
4 3325	1 64	1	1
1 3751	1 65	1	1
0 3741	1 65	1	1
0 341	1 65	1	1
2 4391	1 65	1	1
2 2632	1 65	1	1
4 4558	1 65	1	1
0 376	1 66	1	1
2 2904	1 66	1	1
3 93	1 66	1	1
5 1509	1 66	1	1
6 1771	1 66	1	1
6 2205	1 66	1	1
1 871	1 67	1	1
1 423	1 67	1	1
4 4744	1 67	1	1
5 4931	1 67	1	1
6 657	1 67	1	1
0 1266	1 67	1	1
0 1698	1 68	1	1
0 3362	1 68	1	1
0 4214	1 68	1	1
0 4913	1 68	1	1
6 3098	1 68	1	1
5 4390	1 68	1	1
3 4828	1 69	1	1
3 1626	1 69	1	1
3 2450	1 69	1	1
4 634	1 69	1	1
5 2629	1 69	1	1
4 4070	1 69	1	1
2 2037	1 70	1	1
3 3873	1 70	1	1
3 63	1 70	1	1
4 3483	1 70	1	1
5 3792	1 70	1	1
5 533	1 70	1	1
1 1549	1 71	1	1
3 2458	1 71	1	1
3 3711	1 71	1	1
4 3056	1 71	1	1
7 2644	1 71	1	1
2 3578	1 71	1	1
5 1578	1 72	1	1
5 912	1 72	1	1
5 4804	1 72	1	1
7 3548	1 72	1	1
7 3952	1 72	1	1
0 433	1 72	1	1
0 3805	1 73	1	1
2 2523	1 73	1	1
3 1657	1 73	1	1
6 1423	1 73	1	1
6 1587	1 73	1	1
7 1510	1 73	1	1
1 4708	1 74	1	1
3 4888	1 74	1	1
3 700	1 74	1	1
4 1703	1 74	1	1
0 4243	1 74	1	1
5 1621	1 74	1	1
2 2423	1 75	1	1
2 4836	1 75	1	1
3 1045	1 75	1	1
5 2118	1 75	1	1
5 23	1 75	1	1
7 1918	1 75	1	1
1 273	1 76	1	1
0 4514	1 76	1	1
4 3225	1 76	1	1
4 4788	1 76	1	1
5 4345	1 76	1	1
2 4705	1 76	1	1
1 558	1 77	1	1
6 1517	1 77	1	1
6 1998	1 77	1	1
6 4397	1 77	1	1
7 2816	1 77	1	1
7 4590	1 77	1	1
1 2774	1 78	1	1
0 3331	1 78	1	1
2 1341	1 78	1	1
4 161	1 78	1	1
5 1440	1 78	1	1
6 1187	1 78	1	1
1 883	1 79	1	1
3 3993	1 79	1	1
3 390	1 79	1	1
5 1766	1 79	1	1
6 4307	1 79	1	1
7 3863	1 79	1	1
0 415	1 80	1	1
2 2832	1 80	1	1
3 76	1 80	1	1
3 3768	1 80	1	1
3 1957	1 80	1	1
5 2599	1 80	1	1
1 3142	1 81	1	1
0 3582	1 81	1	1
3 1847	1 81	1	1
3 3688	1 81	1	1
3 1019	1 81	1	1
4 3402	1 81	1	1
2 605	1 82	1	1
4 4273	1 82	1	1
4 4272	1 82	1	1
5 558	1 82	1	1
6 1266	1 82	1	1
3 1020	1 82	1	1
1 4583	1 83	1	1
0 3636	1 83	1	1
4 2505	1 83	1	1
7 248	1 83	1	1
0 108	1 83	1	1
3 4776	1 83	1	1
1 212	1 84	1	1
0 1852	1 84	1	1
2 1892	1 84	1	1
5 1459	1 84	1	1
6 4167	1 84	1	1
7 1807	1 84	1	1
5 3805	1 85	1	1
6 2994	1 85	1	1
7 2892	1 85	1	1
7 4565	1 85	1	1
2 1329	1 85	1	1
2 1127	1 85	1	1
1 3671	1 86	1	1
2 2537	1 86	1	1
4 4457	1 86	1	1
6 1199	1 86	1	1
6 369	1 86	1	1
6 1826	1 86	1	1
2 3660	1 87	1	1
3 1370	1 87	1	1
3 1703	1 87	1	1
5 2560	1 87	1	1
7 2702	1 87	1	1
4 2310	1 87	1	1
0 3494	1 88	1	1
2 4838	1 88	1	1
4 3015	1 88	1	1
6 4667	1 88	1	1
7 2894	1 88	1	1
5 590	1 88	1	1
0 1274	1 89	1	1
2 10	1 89	1	1
3 1043	1 89	1	1
6 3131	1 89	1	1
0 862	1 89	1	1
7 3219	1 89	1	1
2 2017	1 90	1	1
4 3292	1 90	1	1
6 1946	1 90	1	1
6 1963	1 90	1	1
7 4049	1 90	1	1
3 2840	1 90	1	1
2 3193	1 91	1	1
2 663	1 91	1	1
7 1022	1 91	1	1
7 3956	1 91	1	1
2 2078	1 91	1	1
7 1075	1 91	1	1
1 1070	1 92	1	1
0 1190	1 92	1	1
2 4897	1 92	1	1
4 840	1 92	1	1
7 1422	1 92	1	1
2 3331	1 92	1	1
0 3184	1 93	1	1
0 2201	1 93	1	1
2 4761	1 93	1	1
4 1265	1 93	1	1
5 1842	1 93	1	1
7 1084	1 93	1	1
0 4245	1 94	1	1
2 1011	1 94	1	1
4 3097	1 94	1	1
6 925	1 94	1	1
6 1498	1 94	1	1
4 2715	1 94	1	1
1 3507	1 95	1	1
1 2528	1 95	1	1
2 2442	1 95	1	1
4 2124	1 95	1	1
4 3433	1 95	1	1
6 4029	1 95	1	1
0 4739	1 96	1	1
0 173	1 96	1	1
4 1250	1 96	1	1
5 750	1 96	1	1
6 4559	1 96	1	1
2 1432	1 96	1	1
0 4087	1 97	1	1
0 4429	1 97	1	1
2 1381	1 97	1	1
3 1790	1 97	1	1
3 3641	1 97	1	1
5 2956	1 97	1	1
0 2536	1 98	1	1
0 399	1 98	1	1
2 4538	1 98	1	1
3 4875	1 98	1	1
5 3271	1 98	1	1
3 3324	1 98	1	1
1 243	1 99	1	1
0 280	1 99	1	1
0 3568	1 99	1	1
4 3479	1 99	1	1
5 3584	1 99	1	1
7 1539	1 99	1	1
1 2533	1 100	1	1
2 1413	1 100	1	1
5 3313	1 100	1	1
5 4803	1 100	1	1
6 4111	1 100	1	1
0 3467	1 100	1	1
1 1263	1 101	1	1
1 4500	1 101	1	1
3 3484	1 101	1	1
4 1408	1 101	1	1
5 1127	1 101	1	1
5 3399	1 101	1	1
0 150	1 102	1	1
0 2175	1 102	1	1
0 331	1 102	1	1
3 2903	1 102	1	1
4 248	1 102	1	1
6 3845	1 102	1	1
3 2128	1 103	1	1
5 4559	1 103	1	1
6 3709	1 103	1	1
6 4157	1 103	1	1
7 2813	1 103	1	1
3 3920	1 103	1	1
0 3237	1 104	1	1
2 1543	1 104	1	1
2 3358	1 104	1	1
4 4710	1 104	1	1
4 2852	1 104	1	1
6 4286	1 104	1	1
2 1321	1 105	1	1
6 2400	1 105	1	1
6 520	1 105	1	1
7 3691	1 105	1	1
0 4290	1 105	1	1
2 1845	1 105	1	1
0 4920	1 106	1	1
3 3896	1 106	1	1
6 4210	1 106	1	1
7 3050	1 106	1	1
4 4493	1 106	1	1
5 962	1 106	1	1
1 2756	1 107	1	1
1 3658	1 107	1	1
0 1672	1 107	1	1
0 1693	1 107	1	1
3 1652	1 107	1	1
6 663	1 107	1	1
3 3489	1 108	1	1
3 4928	1 108	1	1
5 823	1 108	1	1
7 2767	1 108	1	1
6 2859	1 108	1	1
2 928	1 108	1	1
1 2602	1 109	1	1
0 2915	1 109	1	1
7 1173	1 109	1	1
7 3576	1 109	1	1
5 3833	1 109	1	1
6 4245	1 109	1	1
4 1243	1 110	1	1
6 2908	1 110	1	1
7 496	1 110	1	1
7 2062	1 110	1	1
5 2983	1 110	1	1
7 439	1 110	1	1
0 1070	1 111	1	1
3 1771	1 111	1	1
4 2573	1 111	1	1
4 1582	1 111	1	1
6 4823	1 111	1	1
0 3059	1 111	1	1
0 4136	1 112	1	1
2 241	1 112	1	1
3 1576	1 112	1	1
4 2083	1 112	1	1
5 4512	1 112	1	1
6 693	1 112	1	1
0 1834	1 113	1	1
2 4555	1 113	1	1
4 759	1 113	1	1
6 3881	1 113	1	1
7 4566	1 113	1	1
3 3782	1 113	1	1
1 2658	1 114	1	1
0 2780	1 114	1	1
5 1861	1 114	1	1
6 2159	1 114	1	1
6 1570	1 114	1	1
4 1094	1 114	1	1
0 2086	1 115	1	1
0 832	1 115	1	1
4 3485	1 115	1	1
6 4601	1 115	1	1
6 992	1 115	1	1
7 3493	1 115	1	1
1 4827	1 116	1	1
1 1472	1 116	1	1
0 4124	1 116	1	1
5 310	1 116	1	1
5 3355	1 116	1	1
7 3564	1 116	1	1
1 3169	1 117	1	1
0 3753	1 117	1	1
2 2442	1 117	1	1
4 97	1 117	1	1
6 1964	1 117	1	1
6 1883	1 117	1	1
1 1761	1 118	1	1
2 4387	1 118	1	1
3 4730	1 118	1	1
5 1104	1 118	1	1
7 3672	1 118	1	1
3 59	1 118	1	1
4 1624	1 119	1	1
5 1589	1 119	1	1
5 4797	1 119	1	1
5 1166	1 119	1	1
7 1775	1 119	1	1
5 1877	1 119	1	1
1 1059	1 120	1	1
2 4154	1 120	1	1
4 233	1 120	1	1
7 2795	1 120	1	1
4 2339	1 120	1	1
4 4714	1 120	1	1
0 4486	1 121	1	1
0 4873	1 121	1	1
3 2819	1 121	1	1
4 2510	1 121	1	1
5 1543	1 121	1	1
7 338	1 121	1	1
1 3316	1 122	1	1
2 3415	1 122	1	1
4 23	1 122	1	1
5 1393	1 122	1	1
6 972	1 122	1	1
7 3747	1 122	1	1
0 1282	1 123	1	1
5 3571	1 123	1	1
7 1998	1 123	1	1
7 4110	1 123	1	1
6 2623	1 123	1	1
5 4035	1 123	1	1
1 1191	1 124	1	1
7 4611	1 124	1	1
0 2662	1 124	1	1
2 1125	1 124	1	1
2 1167	1 124	1	1
4 819	1 124	1	1
1 1099	1 125	1	1
0 3777	1 125	1	1
0 2898	1 125	1	1
4 4742	1 125	1	1
4 3586	1 125	1	1
5 4176	1 125	1	1
0 198	1 126	1	1
4 4990	1 126	1	1
4 3601	1 126	1	1
5 1556	1 126	1	1
6 1173	1 126	1	1
7 28	1 126	1	1
0 3863	1 127	1	1
5 2679	1 127	1	1
5 4041	1 127	1	1
6 4400	1 127	1	1
7 1664	1 127	1	1
5 474	1 127	1	1
2 4926	1 128	1	1
2 1447	1 128	1	1
5 1056	1 128	1	1
5 4682	1 128	1	1
7 2909	1 128	1	1
4 1990	1 128	1	1
1 523	1 129	1	1
0 4822	1 129	1	1
0 4590	1 129	1	1
5 2910	1 129	1	1
7 2670	1 129	1	1
0 7	1 129	1	1
1 471	1 130	1	1
0 4315	1 130	1	1
2 3042	1 130	1	1
3 3743	1 130	1	1
3 1016	1 130	1	1
4 3085	1 130	1	1
1 145	1 131	1	1
1 923	1 131	1	1
0 2149	1 131	1	1
5 3972	1 131	1	1
3 621	1 131	1	1
6 2930	1 131	1	1
1 853	1 132	1	1
1 2373	1 132	1	1
0 3831	1 132	1	1
2 3856	1 132	1	1
2 1190	1 132	1	1
6 3101	1 132	1	1
2 1701	1 133	1	1
3 3047	1 133	1	1
3 1891	1 133	1	1
4 2730	1 133	1	1
5 272	1 133	1	1
0 4295	1 133	1	1
2 396	1 134	1	1
3 1162	1 134	1	1
3 3752	1 134	1	1
4 4236	1 134	1	1
5 4141	1 134	1	1
7 3126	1 134	1	1
2 696	1 135	1	1
3 2903	1 135	1	1
3 2822	1 135	1	1
4 2832	1 135	1	1
7 1343	1 135	1	1
4 2949	1 135	1	1
1 4973	1 136	1	1
4 356	1 136	1	1
5 4015	1 136	1	1
7 3687	1 136	1	1
7 1949	1 136	1	1
3 2095	1 136	1	1
1 315	1 137	1	1
0 2790	1 137	1	1
0 306	1 137	1	1
3 4186	1 137	1	1
4 4316	1 137	1	1
7 1145	1 137	1	1
0 2801	1 138	1	1
0 660	1 138	1	1
2 4949	1 138	1	1
4 426	1 138	1	1
7 3820	1 138	1	1
7 4405	1 138	1	1
0 825	1 139	1	1
0 3888	1 139	1	1
2 1888	1 139	1	1
2 1991	1 139	1	1
5 645	1 139	1	1
6 2923	1 139	1	1
1 2177	1 140	1	1
2 2454	1 140	1	1
3 2572	1 140	1	1
7 4941	1 140	1	1
4 2232	1 140	1	1
6 2137	1 140	1	1
1 1020	1 141	1	1
3 3533	1 141	1	1
5 2930	1 141	1	1
6 2538	1 141	1	1
7 3636	1 141	1	1
4 3926	1 141	1	1
1 1726	1 142	1	1
0 786	1 142	1	1
2 2062	1 142	1	1
3 2032	1 142	1	1
4 3592	1 142	1	1
7 2667	1 142	1	1
1 4359	1 143	1	1
1 739	1 143	1	1
3 2063	1 143	1	1
3 2252	1 143	1	1
5 2105	1 143	1	1
7 1408	1 143	1	1
1 3772	1 144	1	1
1 2511	1 144	1	1
3 4617	1 144	1	1
5 4474	1 144	1	1
5 4888	1 144	1	1
5 3011	1 144	1	1
0 900	1 145	1	1
2 2993	1 145	1	1
3 2106	1 145	1	1
7 3286	1 145	1	1
0 214	1 145	1	1
4 3873	1 145	1	1
1 3638	1 146	1	1
2 3279	1 146	1	1
4 3024	1 146	1	1
6 2267	1 146	1	1
6 3876	1 146	1	1
4 125	1 146	1	1
0 1202	1 147	1	1
0 797	1 147	1	1
0 2154	1 147	1	1
2 1238	1 147	1	1
6 3944	1 147	1	1
4 736	1 147	1	1
0 1796	1 148	1	1
3 530	1 148	1	1
4 4649	1 148	1	1
4 2750	1 148	1	1
5 4562	1 148	1	1
2 1679	1 148	1	1
3 1228	1 149	1	1
3 1425	1 149	1	1
5 2851	1 149	1	1
5 4844	1 149	1	1
5 466	1 149	1	1
4 3744	1 149	1	1
1 4417	1 150	1	1
2 2021	1 150	1	1
2 556	1 150	1	1
3 4124	1 150	1	1
7 2144	1 150	1	1
7 2747	1 150	1	1
1 101	1 151	1	1
1 2693	1 151	1	1
3 1727	1 151	1	1
6 2282	1 151	1	1
7 1549	1 151	1	1
7 1705	1 151	1	1
1 182	1 152	1	1
3 4953	1 152	1	1
5 3755	1 152	1	1
6 4197	1 152	1	1
6 3495	1 152	1	1
7 2594	1 152	1	1
0 3910	1 153	1	1
0 2747	1 153	1	1
3 389	1 153	1	1
2 3378	1 153	1	1
4 4108	1 153	1	1
6 1834	1 153	1	1
1 1129	1 154	1	1
5 606	1 154	1	1
7 2848	1 154	1	1
7 3327	1 154	1	1
0 1079	1 154	1	1
2 2173	1 154	1	1
0 1610	1 155	1	1
3 321	1 155	1	1
4 585	1 155	1	1
4 3918	1 155	1	1
6 3614	1 155	1	1
6 4708	1 155	1	1
0 993	1 156	1	1
0 3321	1 156	1	1
2 1490	1 156	1	1
2 514	1 156	1	1
4 3531	1 156	1	1
4 557	1 156	1	1
0 2626	1 157	1	1
3 854	1 157	1	1
4 3375	1 157	1	1
4 1952	1 157	1	1
5 3342	1 157	1	1
5 485	1 157	1	1
1 4030	1 158	1	1
1 1639	1 158	1	1
2 1832	1 158	1	1
5 3891	1 158	1	1
7 3003	1 158	1	1
5 1404	1 158	1	1
1 339	1 159	1	1
1 239	1 159	1	1
3 2300	1 159	1	1
4 638	1 159	1	1
6 3949	1 159	1	1
7 69	1 159	1	1
1 3448	1 160	1	1
0 1732	1 160	1	1
3 4638	1 160	1	1
6 2475	1 160	1	1
6 1241	1 160	1	1
7 2530	1 160	1	1
5 4380	1 161	1	1
5 2009	1 161	1	1
6 277	1 161	1	1
7 1926	1 161	1	1
3 2393	1 161	1	1
4 3273	1 161	1	1
3 4736	1 162	1	1
5 2634	1 162	1	1
5 2887	1 162	1	1
5 4706	1 162	1	1
7 4047	1 162	1	1
7 2534	1 162	1	1
1 3041	1 163	1	1
2 269	1 163	1	1
4 4135	1 163	1	1
5 4988	1 163	1	1
6 3682	1 163	1	1
7 622	1 163	1	1
1 2006	1 164	1	1
1 3155	1 164	1	1
0 4421	1 164	1	1
6 3104	1 164	1	1
0 3940	1 164	1	1
0 3437	1 164	1	1
1 1631	1 165	1	1
1 3877	1 165	1	1
2 2944	1 165	1	1
4 2908	1 165	1	1
7 4647	1 165	1	1
7 2588	1 165	1	1
0 4915	1 166	1	1
6 330	1 166	1	1
6 4206	1 166	1	1
6 2028	1 166	1	1
3 1593	1 166	1	1
3 1189	1 166	1	1
1 3789	1 167	1	1
0 3576	1 167	1	1
0 2840	1 167	1	1
0 479	1 167	1	1
2 2004	1 167	1	1
4 1636	1 167	1	1
3 3888	1 168	1	1
3 938	1 168	1	1
6 307	1 168	1	1
7 1576	1 168	1	1
7 2366	1 168	1	1
4 3782	1 168	1	1
1 4603	1 169	1	1
3 2897	1 169	1	1
4 4909	1 169	1	1
5 1146	1 169	1	1
5 3760	1 169	1	1
4 2236	1 169	1	1
1 1888	1 170	1	1
1 4027	1 170	1	1
2 1158	1 170	1	1
2 598	1 170	1	1
3 3857	1 170	1	1
6 683	1 170	1	1
0 4792	1 171	1	1
2 2353	1 171	1	1
3 356	1 171	1	1
6 1822	1 171	1	1
0 899	1 171	1	1
6 2084	1 171	1	1
1 3458	1 172	1	1
2 2796	1 172	1	1
4 3637	1 172	1	1
5 4892	1 172	1	1
7 3278	1 172	1	1
2 887	1 172	1	1
3 4928	1 173	1	1
5 3827	1 173	1	1
6 733	1 173	1	1
6 3872	1 173	1	1
6 4550	1 173	1	1
4 1032	1 173	1	1
1 3412	1 174	1	1
0 1960	1 174	1	1
3 4606	1 174	1	1
5 2350	1 174	1	1
6 2265	1 174	1	1
6 2755	1 174	1	1
2 4280	1 175	1	1
2 4746	1 175	1	1
5 3385	1 175	1	1
5 3989	1 175	1	1
6 4595	1 175	1	1
7 1172	1 175	1	1
2 877	1 176	1	1
3 58	1 176	1	1
3 2306	1 176	1	1
4 3193	1 176	1	1
5 3619	1 176	1	1
5 4433	1 176	1	1
1 1427	1 177	1	1
1 735	1 177	1	1
5 3962	1 177	1	1
5 1628	1 177	1	1
7 3625	1 177	1	1
7 4287	1 177	1	1
2 2428	1 178	1	1
6 3748	1 178	1	1
6 55	1 178	1	1
6 2002	1 178	1	1
7 3334	1 178	1	1
7 4710	1 178	1	1
1 529	1 179	1	1
0 2294	1 179	1	1
5 4499	1 179	1	1
7 2901	1 179	1	1
7 1317	1 179	1	1
0 4337	1 179	1	1
1 2118	1 180	1	1
1 1192	1 180	1	1
2 4461	1 180	1	1
5 1437	1 180	1	1
