# Total number neurons: 40000
# Local number neurons: 5000
# Number MPI ranks: 8
# Current simulation step: 2002
# <target rank> <target neuron id>	<source rank> <source neuron id>	<weight>	<plastic>
6 55	6 1529	1	1
6 55	7 2738	1	1
6 55	3 468	1	1
6 55	2 650	1	1
6 55	1 178	1	1
6 55	7 1294	1	1
6 56	3 1760	1	1
6 56	4 4626	1	1
6 56	1 1889	1	1
6 56	1 3740	1	1
6 56	2 4608	1	1
6 56	7 2379	1	1
6 57	6 4443	1	1
6 57	0 2110	1	1
6 57	5 1690	1	1
6 57	0 4803	1	1
6 57	3 1333	1	1
6 57	5 2314	1	1
6 58	6 718	1	1
6 58	6 4095	1	1
6 58	3 994	1	1
6 58	1 1996	1	1
6 58	0 2274	1	1
6 58	2 453	1	1
6 59	2 4509	1	1
6 59	3 3655	1	1
6 59	5 8	1	1
6 59	2 3788	1	1
6 59	0 527	1	1
6 59	1 3706	1	1
6 60	4 4386	1	1
6 60	7 4543	1	1
6 60	3 1489	1	1
6 60	0 1064	1	1
6 60	1 4228	1	1
6 60	5 2288	1	1
6 61	6 902	1	1
6 61	4 1368	1	1
6 61	2 4361	1	1
6 61	4 4797	1	1
6 61	1 2540	1	1
6 61	4 261	1	1
6 62	4 4809	1	1
6 62	2 4823	1	1
6 62	3 2505	1	1
6 62	2 1929	1	1
6 62	2 4531	1	1
6 62	0 2448	1	1
6 63	6 3498	1	1
6 63	1 1797	1	1
6 63	4 882	1	1
6 63	0 1617	1	1
6 63	2 3767	1	1
6 63	3 2810	1	1
6 64	5 3957	1	1
6 64	5 476	1	1
6 64	4 1050	1	1
6 64	7 2132	1	1
6 64	4 2550	1	1
6 64	4 3507	1	1
6 65	4 4977	1	1
6 65	7 128	1	1
6 65	1 198	1	1
6 65	4 4754	1	1
6 65	4 2571	1	1
6 65	1 1728	1	1
6 66	6 2943	1	1
6 66	6 1397	1	1
6 66	6 3506	1	1
6 66	4 1624	1	1
6 66	7 1897	1	1
6 66	3 4520	1	1
6 67	0 1646	1	1
6 67	5 2372	1	1
6 67	3 4928	1	1
6 67	1 1888	1	1
6 67	3 4237	1	1
6 67	3 2313	1	1
6 68	6 1791	1	1
6 68	4 239	1	1
6 68	4 748	1	1
6 68	7 2405	1	1
6 68	1 2007	1	1
6 68	5 2908	1	1
6 69	6 3756	1	1
6 69	5 1163	1	1
6 69	1 3299	1	1
6 69	4 351	1	1
6 69	2 4031	1	1
6 69	7 930	1	1
6 70	6 1299	1	1
6 70	5 2448	1	1
6 70	4 4256	1	1
6 70	4 1739	1	1
6 70	2 4634	1	1
6 70	3 3431	1	1
6 71	5 3669	1	1
6 71	5 4938	1	1
6 71	3 1105	1	1
6 71	3 1103	1	1
6 71	2 602	1	1
6 71	3 1013	1	1
6 72	4 4546	1	1
6 72	4 106	1	1
6 72	4 677	1	1
6 72	1 1550	1	1
6 72	7 3516	1	1
6 72	1 1196	1	1
6 73	2 625	1	1
6 73	7 3987	1	1
6 73	1 4804	1	1
6 73	0 3662	1	1
6 73	2 311	1	1
6 73	3 2795	1	1
6 74	5 1414	1	1
6 74	4 4890	1	1
6 74	7 3911	1	1
6 74	4 1037	1	1
6 74	0 2844	1	1
6 74	5 4576	1	1
6 75	2 1410	1	1
6 75	1 2948	1	1
6 75	7 1212	1	1
6 75	2 961	1	1
6 75	3 2804	1	1
6 75	5 2409	1	1
6 76	6 903	1	1
6 76	1 863	1	1
6 76	0 1263	1	1
6 76	4 4899	1	1
6 76	5 1836	1	1
6 76	3 432	1	1
6 77	1 4400	1	1
6 77	3 1780	1	1
6 77	3 1971	1	1
6 77	5 2495	1	1
6 77	1 2260	1	1
6 77	2 814	1	1
6 78	1 4480	1	1
6 78	7 2575	1	1
6 78	3 527	1	1
6 78	0 3647	1	1
6 78	7 3425	1	1
6 78	3 557	1	1
6 79	0 612	1	1
6 79	0 357	1	1
6 79	3 725	1	1
6 79	7 4807	1	1
6 79	7 855	1	1
6 79	0 4236	1	1
6 80	6 3328	1	1
6 80	6 2415	1	1
6 80	2 4482	1	1
6 80	7 2961	1	1
6 80	4 4521	1	1
6 80	1 1701	1	1
6 81	1 1179	1	1
6 81	2 3060	1	1
6 81	7 3603	1	1
6 81	1 3422	1	1
6 81	5 780	1	1
6 81	1 3827	1	1
6 82	6 3672	1	1
6 82	4 3252	1	1
6 82	1 3816	1	1
6 82	2 2479	1	1
6 82	1 1842	1	1
6 82	2 4828	1	1
6 83	7 1869	1	1
6 83	2 1200	1	1
6 83	5 2780	1	1
6 83	4 1457	1	1
6 83	7 4152	1	1
6 83	5 4100	1	1
6 84	1 470	1	1
6 84	2 4832	1	1
6 84	7 1537	1	1
6 84	1 504	1	1
6 84	7 2737	1	1
6 84	7 1969	1	1
6 85	6 614	1	1
6 85	1 1842	1	1
6 85	4 1902	1	1
6 85	2 4395	1	1
6 85	0 1538	1	1
6 85	1 4184	1	1
6 86	3 2207	1	1
6 86	2 1892	1	1
6 86	4 452	1	1
6 86	0 3078	1	1
6 86	0 3709	1	1
6 86	3 1627	1	1
6 87	1 1597	1	1
6 87	1 1059	1	1
6 87	5 2025	1	1
6 87	4 2807	1	1
6 87	0 221	1	1
6 87	1 351	1	1
6 88	7 2520	1	1
6 88	4 2613	1	1
6 88	2 3070	1	1
6 88	2 272	1	1
6 88	1 34	1	1
6 88	5 665	1	1
6 89	6 1636	1	1
6 89	6 167	1	1
6 89	1 3952	1	1
6 89	7 199	1	1
6 89	0 2006	1	1
6 89	1 4871	1	1
6 90	6 847	1	1
6 90	6 3852	1	1
6 90	3 4804	1	1
6 90	0 1570	1	1
6 90	1 3698	1	1
6 90	3 4259	1	1
6 91	2 1356	1	1
6 91	2 994	1	1
6 91	1 1801	1	1
6 91	1 2071	1	1
6 91	7 1527	1	1
6 91	0 1156	1	1
6 92	2 1672	1	1
6 92	2 4065	1	1
6 92	4 3932	1	1
6 92	2 777	1	1
6 92	3 4956	1	1
6 92	3 1662	1	1
6 93	6 3598	1	1
6 93	7 1685	1	1
6 93	0 3720	1	1
6 93	7 2686	1	1
6 93	5 1208	1	1
6 93	3 4945	1	1
6 94	4 3684	1	1
6 94	7 3754	1	1
6 94	2 105	1	1
6 94	0 1198	1	1
6 94	1 367	1	1
6 94	0 4235	1	1
6 95	6 935	1	1
6 95	7 12	1	1
6 95	5 4193	1	1
6 95	7 77	1	1
6 95	4 1211	1	1
6 95	0 41	1	1
6 96	1 385	1	1
6 96	7 551	1	1
6 96	3 2414	1	1
6 96	3 4066	1	1
6 96	4 3818	1	1
6 96	7 4055	1	1
6 97	6 2259	1	1
6 97	0 4733	1	1
6 97	1 302	1	1
6 97	1 1542	1	1
6 97	4 2567	1	1
6 97	2 2722	1	1
6 98	3 237	1	1
6 98	7 2663	1	1
6 98	0 4937	1	1
6 98	1 4600	1	1
6 98	7 858	1	1
6 98	2 3665	1	1
6 99	6 2780	1	1
6 99	3 2038	1	1
6 99	2 2620	1	1
6 99	5 563	1	1
6 99	0 730	1	1
6 99	1 4482	1	1
6 100	1 2790	1	1
6 100	5 4031	1	1
6 100	7 3528	1	1
6 100	7 3090	1	1
6 100	0 4259	1	1
6 100	2 3076	1	1
6 101	6 1569	1	1
6 101	6 3558	1	1
6 101	2 2355	1	1
6 101	4 2245	1	1
6 101	7 3918	1	1
6 101	4 417	1	1
6 102	6 1237	1	1
6 102	4 3324	1	1
6 102	2 2372	1	1
6 102	1 2852	1	1
6 102	7 3558	1	1
6 102	2 4627	1	1
6 103	5 1982	1	1
6 103	5 1907	1	1
6 103	4 4959	1	1
6 103	7 20	1	1
6 103	5 4194	1	1
6 103	3 155	1	1
6 104	6 3072	1	1
6 104	2 776	1	1
6 104	3 695	1	1
6 104	0 2337	1	1
6 104	2 3940	1	1
6 104	4 3824	1	1
6 105	1 1870	1	1
6 105	4 1154	1	1
6 105	4 3313	1	1
6 105	2 4318	1	1
6 105	4 478	1	1
6 105	1 1876	1	1
6 106	6 572	1	1
6 106	6 1833	1	1
6 106	7 1244	1	1
6 106	2 1867	1	1
6 106	1 3943	1	1
6 106	7 963	1	1
6 107	7 1823	1	1
6 107	3 3116	1	1
6 107	7 3679	1	1
6 107	5 3623	1	1
6 107	1 4011	1	1
6 107	0 805	1	1
6 108	6 4045	1	1
6 108	6 3478	1	1
6 108	5 152	1	1
6 108	3 622	1	1
6 108	4 395	1	1
6 108	0 908	1	1
6 109	6 2125	1	1
6 109	6 4986	1	1
6 109	5 4794	1	1
6 109	5 3105	1	1
6 109	3 1571	1	1
6 109	0 3995	1	1
6 110	6 413	1	1
6 110	2 307	1	1
6 110	0 1293	1	1
6 110	2 615	1	1
6 110	5 1070	1	1
6 110	2 3469	1	1
6 111	6 1811	1	1
6 111	6 4484	1	1
6 111	5 4070	1	1
6 111	0 4481	1	1
6 111	2 1808	1	1
6 111	0 2448	1	1
6 112	6 4040	1	1
6 112	3 3499	1	1
6 112	7 1968	1	1
6 112	3 3245	1	1
6 112	4 2145	1	1
6 112	3 2395	1	1
6 113	6 1275	1	1
6 113	2 2224	1	1
6 113	7 1304	1	1
6 113	7 3801	1	1
6 113	5 1215	1	1
6 113	0 74	1	1
6 114	2 3698	1	1
6 114	3 2806	1	1
6 114	1 1853	1	1
6 114	4 696	1	1
6 114	5 648	1	1
6 114	0 784	1	1
6 115	6 2075	1	1
6 115	3 1389	1	1
6 115	7 181	1	1
6 115	3 2827	1	1
6 115	0 4271	1	1
6 115	2 3488	1	1
6 116	6 692	1	1
6 116	3 3435	1	1
6 116	0 3945	1	1
6 116	3 4820	1	1
6 116	1 2490	1	1
6 116	5 637	1	1
6 117	6 3169	1	1
6 117	2 3684	1	1
6 117	3 3420	1	1
6 117	0 3290	1	1
6 117	7 902	1	1
6 117	0 167	1	1
6 118	1 942	1	1
6 118	7 4090	1	1
6 118	3 1819	1	1
6 118	0 4533	1	1
6 118	1 4277	1	1
6 118	3 2928	1	1
6 119	6 1906	1	1
6 119	5 4601	1	1
6 119	1 2819	1	1
6 119	3 3064	1	1
6 119	4 382	1	1
6 119	1 2423	1	1
6 120	7 2549	1	1
6 120	4 4643	1	1
6 120	0 3058	1	1
6 120	5 1643	1	1
6 120	2 4850	1	1
6 120	3 708	1	1
6 121	6 4829	1	1
6 121	4 608	1	1
6 121	3 4280	1	1
6 121	2 2398	1	1
6 121	3 4955	1	1
6 121	7 3530	1	1
6 122	6 2761	1	1
6 122	5 2877	1	1
6 122	1 1322	1	1
6 122	5 25	1	1
6 122	4 4929	1	1
6 122	7 1632	1	1
6 123	6 4265	1	1
6 123	2 2803	1	1
6 123	7 4816	1	1
6 123	7 41	1	1
6 123	3 4345	1	1
6 123	1 4423	1	1
6 124	5 4150	1	1
6 124	1 4233	1	1
6 124	5 4937	1	1
6 124	1 4186	1	1
6 124	1 1229	1	1
6 124	7 4688	1	1
6 125	2 2525	1	1
6 125	0 1416	1	1
6 125	5 3407	1	1
6 125	7 560	1	1
6 125	7 1979	1	1
6 125	3 4808	1	1
6 126	4 3927	1	1
6 126	3 4980	1	1
6 126	3 4394	1	1
6 126	7 477	1	1
6 126	0 480	1	1
6 126	7 4199	1	1
6 127	6 4737	1	1
6 127	6 1453	1	1
6 127	7 1543	1	1
6 127	7 2706	1	1
6 127	0 367	1	1
6 127	7 16	1	1
6 128	6 2580	1	1
6 128	6 1901	1	1
6 128	3 3433	1	1
6 128	4 1848	1	1
6 128	7 1124	1	1
6 128	1 3552	1	1
6 129	1 4095	1	1
6 129	2 987	1	1
6 129	3 1118	1	1
6 129	3 380	1	1
6 129	1 947	1	1
6 129	1 3339	1	1
6 130	4 3285	1	1
6 130	0 2710	1	1
6 130	1 396	1	1
6 130	3 4995	1	1
6 130	2 4562	1	1
6 130	0 4946	1	1
6 131	6 3722	1	1
6 131	2 389	1	1
6 131	2 1533	1	1
6 131	3 4398	1	1
6 131	2 263	1	1
6 131	7 4652	1	1
6 132	5 3184	1	1
6 132	3 4460	1	1
6 132	3 2231	1	1
6 132	2 1573	1	1
6 132	7 3908	1	1
6 132	1 3640	1	1
6 133	6 1929	1	1
6 133	1 1127	1	1
6 133	4 1067	1	1
6 133	3 999	1	1
6 133	5 1721	1	1
6 133	0 326	1	1
6 134	3 1189	1	1
6 134	7 4357	1	1
6 134	4 614	1	1
6 134	4 1112	1	1
6 134	2 3507	1	1
6 134	3 365	1	1
6 135	0 1383	1	1
6 135	4 2020	1	1
6 135	2 3445	1	1
6 135	7 2644	1	1
6 135	7 167	1	1
6 135	1 3410	1	1
6 136	6 3136	1	1
6 136	0 881	1	1
6 136	1 1546	1	1
6 136	5 4185	1	1
6 136	3 3470	1	1
6 136	0 1472	1	1
6 137	6 1220	1	1
6 137	7 3892	1	1
6 137	3 3157	1	1
6 137	7 3269	1	1
6 137	2 4661	1	1
6 137	7 69	1	1
6 138	6 4560	1	1
6 138	0 2316	1	1
6 138	5 4185	1	1
6 138	2 197	1	1
6 138	5 2345	1	1
6 138	4 1739	1	1
6 139	5 2568	1	1
6 139	3 545	1	1
6 139	1 2773	1	1
6 139	4 1550	1	1
6 139	0 190	1	1
6 139	7 1840	1	1
6 140	6 2442	1	1
6 140	6 4250	1	1
6 140	4 1074	1	1
6 140	3 2269	1	1
6 140	2 2414	1	1
6 140	0 503	1	1
6 141	6 2551	1	1
6 141	6 1554	1	1
6 141	4 3465	1	1
6 141	4 269	1	1
6 141	1 4188	1	1
6 141	5 3062	1	1
6 142	6 3792	1	1
6 142	6 3224	1	1
6 142	5 2656	1	1
6 142	5 2687	1	1
6 142	2 756	1	1
6 142	7 4263	1	1
6 143	5 2311	1	1
6 143	0 1070	1	1
6 143	1 4782	1	1
6 143	0 705	1	1
6 143	5 2105	1	1
6 143	1 1737	1	1
6 144	6 859	1	1
6 144	7 4091	1	1
6 144	0 3052	1	1
6 144	5 3508	1	1
6 144	7 3081	1	1
6 144	5 3676	1	1
6 145	6 2496	1	1
6 145	3 1675	1	1
6 145	3 3733	1	1
6 145	2 2106	1	1
6 145	3 1258	1	1
6 145	7 2901	1	1
6 146	6 3874	1	1
6 146	3 664	1	1
6 146	7 2720	1	1
6 146	2 2148	1	1
6 146	5 1734	1	1
6 146	4 3182	1	1
6 147	7 3629	1	1
6 147	5 1508	1	1
6 147	1 4060	1	1
6 147	0 2621	1	1
6 147	1 4581	1	1
6 147	5 3435	1	1
6 148	6 3097	1	1
6 148	3 4107	1	1
6 148	4 4303	1	1
6 148	0 1511	1	1
6 148	3 2510	1	1
6 148	7 4842	1	1
6 149	6 3422	1	1
6 149	7 383	1	1
6 149	2 3400	1	1
6 149	0 4060	1	1
6 149	7 610	1	1
6 149	3 3	1	1
6 150	6 3425	1	1
6 150	3 4338	1	1
6 150	4 1941	1	1
6 150	0 4744	1	1
6 150	2 2219	1	1
6 150	3 3657	1	1
6 151	3 2821	1	1
6 151	0 2210	1	1
6 151	7 4467	1	1
6 151	3 4811	1	1
6 151	3 1054	1	1
6 151	7 885	1	1
6 152	2 1923	1	1
6 152	2 4388	1	1
6 152	0 1493	1	1
6 152	2 1481	1	1
6 152	0 831	1	1
6 152	7 4036	1	1
6 153	6 134	1	1
6 153	5 4697	1	1
6 153	5 266	1	1
6 153	7 4161	1	1
6 153	4 4855	1	1
6 153	4 2113	1	1
6 154	6 3557	1	1
6 154	6 1891	1	1
6 154	3 2079	1	1
6 154	4 1733	1	1
6 154	3 2391	1	1
6 154	3 3953	1	1
6 155	4 3275	1	1
6 155	0 4594	1	1
6 155	4 1869	1	1
6 155	2 4548	1	1
6 155	4 1575	1	1
6 155	4 1089	1	1
6 156	2 4567	1	1
6 156	1 994	1	1
6 156	7 581	1	1
6 156	5 4904	1	1
6 156	0 916	1	1
6 156	0 1100	1	1
6 157	6 1751	1	1
6 157	6 4857	1	1
6 157	6 3895	1	1
6 157	6 363	1	1
6 157	2 4783	1	1
6 157	0 1873	1	1
6 158	6 2143	1	1
6 158	4 1394	1	1
6 158	4 379	1	1
6 158	7 4360	1	1
6 158	3 755	1	1
6 158	4 2198	1	1
6 159	7 4903	1	1
6 159	5 3160	1	1
6 159	1 3634	1	1
6 159	2 2793	1	1
6 159	3 4033	1	1
6 159	4 3885	1	1
6 160	2 3969	1	1
6 160	0 2139	1	1
6 160	0 3783	1	1
6 160	3 149	1	1
6 160	5 753	1	1
6 160	4 4466	1	1
6 161	6 4062	1	1
6 161	4 4989	1	1
6 161	3 4193	1	1
6 161	1 4295	1	1
6 161	0 916	1	1
6 161	5 1881	1	1
6 162	6 3680	1	1
6 162	6 2854	1	1
6 162	2 666	1	1
6 162	0 4264	1	1
6 162	7 2404	1	1
6 162	3 2213	1	1
6 163	7 1209	1	1
6 163	0 415	1	1
6 163	5 2280	1	1
6 163	3 1609	1	1
6 163	5 293	1	1
6 163	2 2700	1	1
6 164	6 655	1	1
6 164	3 2149	1	1
6 164	4 4747	1	1
6 164	7 1470	1	1
6 164	7 107	1	1
6 164	5 2159	1	1
6 165	5 4685	1	1
6 165	5 361	1	1
6 165	5 2607	1	1
6 165	4 3026	1	1
6 165	2 4081	1	1
6 165	5 1152	1	1
6 166	6 2486	1	1
6 166	6 4391	1	1
6 166	0 3474	1	1
6 166	3 4036	1	1
6 166	3 1606	1	1
6 166	1 519	1	1
6 167	1 2116	1	1
6 167	2 3669	1	1
6 167	0 4285	1	1
6 167	0 933	1	1
6 167	5 4835	1	1
6 167	4 2368	1	1
6 168	6 4472	1	1
6 168	5 4544	1	1
6 168	2 3741	1	1
6 168	3 3078	1	1
6 168	2 2649	1	1
6 168	5 2592	1	1
6 169	6 3442	1	1
6 169	2 1895	1	1
6 169	3 3185	1	1
6 169	5 211	1	1
6 169	3 2568	1	1
6 169	3 645	1	1
6 170	6 4343	1	1
6 170	6 2128	1	1
6 170	0 2674	1	1
6 170	5 2906	1	1
6 170	7 2085	1	1
6 170	3 4080	1	1
6 171	0 1557	1	1
6 171	1 1040	1	1
6 171	4 2388	1	1
6 171	3 393	1	1
6 171	0 1866	1	1
6 171	5 3559	1	1
6 172	6 4452	1	1
6 172	2 2442	1	1
6 172	2 358	1	1
6 172	7 3684	1	1
6 172	1 1920	1	1
6 172	0 513	1	1
6 173	3 3882	1	1
6 173	7 1424	1	1
6 173	5 1706	1	1
6 173	3 435	1	1
6 173	0 60	1	1
6 173	4 4763	1	1
6 174	6 1592	1	1
6 174	2 1152	1	1
6 174	5 2670	1	1
6 174	1 3912	1	1
6 174	7 65	1	1
6 174	4 1179	1	1
6 175	6 2412	1	1
6 175	1 2128	1	1
6 175	1 549	1	1
6 175	2 3773	1	1
6 175	3 791	1	1
6 175	2 2395	1	1
6 176	0 3316	1	1
6 176	2 2265	1	1
6 176	3 3847	1	1
6 176	1 3700	1	1
6 176	3 3154	1	1
6 176	4 4301	1	1
6 177	1 3800	1	1
6 177	2 1643	1	1
6 177	7 2054	1	1
6 177	2 111	1	1
6 177	2 4496	1	1
6 177	1 2319	1	1
6 178	6 1425	1	1
6 178	5 4953	1	1
6 178	5 819	1	1
6 178	5 1738	1	1
6 178	3 2365	1	1
6 178	3 4552	1	1
6 179	6 1412	1	1
6 179	5 3972	1	1
6 179	4 1953	1	1
6 179	4 4390	1	1
6 179	4 116	1	1
6 179	3 1430	1	1
6 180	2 3227	1	1
6 180	7 1818	1	1
6 180	2 1587	1	1
6 180	2 1834	1	1
6 180	3 3518	1	1
6 180	1 4584	1	1
