# Total number neurons: 40000
# Local number neurons: 5000
# Number MPI ranks: 8
# Current simulation step: 2002
# <target rank> <target neuron id>	<source rank> <source neuron id>	<weight>	<plastic>
7 4095	3 24	1	1
7 3274	3 24	1	1
1 4961	3 25	1	1
2 2460	3 25	1	1
2 1973	3 25	1	1
2 890	3 25	1	1
6 3545	3 25	1	1
7 2723	3 25	1	1
2 3655	3 26	1	1
2 3210	3 26	1	1
6 218	3 26	1	1
7 661	3 26	1	1
7 3748	3 26	1	1
5 4779	3 26	1	1
0 4984	3 27	1	1
1 3912	3 27	1	1
4 1957	3 27	1	1
5 1375	3 27	1	1
6 4395	3 27	1	1
7 2945	3 27	1	1
3 1535	3 28	1	1
0 1246	3 28	1	1
0 1600	3 28	1	1
1 446	3 28	1	1
2 418	3 28	1	1
2 4308	3 28	1	1
3 3457	3 29	1	1
3 2135	3 29	1	1
4 2035	3 29	1	1
4 4644	3 29	1	1
6 3033	3 29	1	1
7 1918	3 29	1	1
3 695	3 30	1	1
3 3025	3 30	1	1
0 4942	3 30	1	1
6 1446	3 30	1	1
6 2149	3 30	1	1
5 3725	3 30	1	1
3 4614	3 31	1	1
1 1037	3 31	1	1
4 1740	3 31	1	1
6 894	3 31	1	1
6 1122	3 31	1	1
6 1989	3 31	1	1
4 1301	3 32	1	1
5 96	3 32	1	1
5 4757	3 32	1	1
5 1960	3 32	1	1
6 243	3 32	1	1
6 2174	3 32	1	1
4 3986	3 33	1	1
4 3795	3 33	1	1
4 2872	3 33	1	1
6 622	3 33	1	1
2 3077	3 33	1	1
4 3783	3 33	1	1
3 464	3 34	1	1
0 38	3 34	1	1
2 1446	3 34	1	1
5 98	3 34	1	1
6 4368	3 34	1	1
6 862	3 34	1	1
0 4284	3 35	1	1
4 3326	3 35	1	1
5 2815	3 35	1	1
6 3269	3 35	1	1
7 289	3 35	1	1
5 109	3 35	1	1
3 140	3 36	1	1
2 4196	3 36	1	1
4 783	3 36	1	1
5 1110	3 36	1	1
6 3763	3 36	1	1
1 908	3 36	1	1
0 1554	3 37	1	1
2 1675	3 37	1	1
5 25	3 37	1	1
5 3251	3 37	1	1
5 3368	3 37	1	1
6 3826	3 37	1	1
3 2683	3 38	1	1
0 2206	3 38	1	1
4 1795	3 38	1	1
5 1395	3 38	1	1
6 4007	3 38	1	1
7 1270	3 38	1	1
3 2697	3 39	1	1
0 2650	3 39	1	1
1 175	3 39	1	1
2 2578	3 39	1	1
2 3210	3 39	1	1
7 951	3 39	1	1
0 2429	3 40	1	1
1 2474	3 40	1	1
1 1229	3 40	1	1
2 3899	3 40	1	1
6 2443	3 40	1	1
6 2486	3 40	1	1
3 4275	3 41	1	1
0 123	3 41	1	1
1 3984	3 41	1	1
4 4559	3 41	1	1
7 4729	3 41	1	1
4 2877	3 41	1	1
3 3611	3 42	1	1
0 2741	3 42	1	1
1 1908	3 42	1	1
2 1108	3 42	1	1
1 2088	3 42	1	1
5 4497	3 42	1	1
0 2509	3 43	1	1
0 2034	3 43	1	1
4 2316	3 43	1	1
6 1468	3 43	1	1
7 4488	3 43	1	1
7 3516	3 43	1	1
3 107	3 44	1	1
1 4038	3 44	1	1
1 825	3 44	1	1
4 680	3 44	1	1
5 4557	3 44	1	1
7 2730	3 44	1	1
3 4881	3 45	1	1
3 50	3 45	1	1
1 3742	3 45	1	1
4 1380	3 45	1	1
4 2665	3 45	1	1
6 904	3 45	1	1
2 3499	3 46	1	1
2 396	3 46	1	1
4 4466	3 46	1	1
6 2372	3 46	1	1
7 10	3 46	1	1
7 3930	3 46	1	1
3 886	3 47	1	1
1 2737	3 47	1	1
2 111	3 47	1	1
4 363	3 47	1	1
6 4585	3 47	1	1
7 2435	3 47	1	1
3 3203	3 48	1	1
5 4811	3 48	1	1
6 1403	3 48	1	1
6 4687	3 48	1	1
7 2440	3 48	1	1
0 924	3 48	1	1
3 3840	3 49	1	1
2 1335	3 49	1	1
6 1994	3 49	1	1
7 3890	3 49	1	1
7 2201	3 49	1	1
1 278	3 49	1	1
3 4999	3 50	1	1
3 4365	3 50	1	1
3 790	3 50	1	1
3 3772	3 50	1	1
0 656	3 50	1	1
4 1752	3 50	1	1
3 3800	3 51	1	1
0 3921	3 51	1	1
0 2210	3 51	1	1
4 4644	3 51	1	1
5 3039	3 51	1	1
5 2873	3 51	1	1
0 3180	3 52	1	1
5 1798	3 52	1	1
6 3633	3 52	1	1
7 1288	3 52	1	1
7 1310	3 52	1	1
4 279	3 52	1	1
3 3141	3 53	1	1
2 952	3 53	1	1
4 2301	3 53	1	1
5 581	3 53	1	1
7 1879	3 53	1	1
7 4276	3 53	1	1
3 469	3 54	1	1
1 1442	3 54	1	1
4 3478	3 54	1	1
6 232	3 54	1	1
7 4416	3 54	1	1
2 2957	3 54	1	1
5 2739	3 55	1	1
5 1133	3 55	1	1
6 1038	3 55	1	1
7 4156	3 55	1	1
2 1114	3 55	1	1
4 202	3 55	1	1
3 2238	3 56	1	1
1 973	3 56	1	1
4 1750	3 56	1	1
6 1523	3 56	1	1
7 4915	3 56	1	1
2 4878	3 56	1	1
3 639	3 57	1	1
3 2218	3 57	1	1
1 4708	3 57	1	1
2 527	3 57	1	1
2 3626	3 57	1	1
4 4276	3 57	1	1
3 475	3 58	1	1
5 3897	3 58	1	1
7 665	3 58	1	1
7 1545	3 58	1	1
7 534	3 58	1	1
5 4530	3 58	1	1
0 2948	3 59	1	1
0 2731	3 59	1	1
1 1284	3 59	1	1
1 2117	3 59	1	1
2 438	3 59	1	1
2 1913	3 59	1	1
0 209	3 60	1	1
1 3386	3 60	1	1
2 520	3 60	1	1
5 4758	3 60	1	1
7 725	3 60	1	1
7 2310	3 60	1	1
0 3903	3 61	1	1
0 2135	3 61	1	1
0 3324	3 61	1	1
2 2154	3 61	1	1
4 838	3 61	1	1
5 1817	3 61	1	1
3 3116	3 62	1	1
1 1425	3 62	1	1
2 3938	3 62	1	1
4 2675	3 62	1	1
7 2730	3 62	1	1
1 40	3 62	1	1
3 4917	3 63	1	1
3 2009	3 63	1	1
2 626	3 63	1	1
4 1177	3 63	1	1
4 791	3 63	1	1
1 3215	3 63	1	1
0 3681	3 64	1	1
1 4396	3 64	1	1
2 345	3 64	1	1
5 2964	3 64	1	1
6 896	3 64	1	1
1 338	3 64	1	1
3 392	3 65	1	1
0 1461	3 65	1	1
0 4300	3 65	1	1
0 3781	3 65	1	1
1 3132	3 65	1	1
7 3571	3 65	1	1
0 2065	3 66	1	1
0 3555	3 66	1	1
1 3835	3 66	1	1
2 4941	3 66	1	1
5 2706	3 66	1	1
5 499	3 66	1	1
3 3791	3 67	1	1
3 3334	3 67	1	1
5 4530	3 67	1	1
6 1980	3 67	1	1
6 559	3 67	1	1
7 2213	3 67	1	1
3 4455	3 68	1	1
3 3298	3 68	1	1
0 103	3 68	1	1
0 376	3 68	1	1
1 4272	3 68	1	1
7 1342	3 68	1	1
0 4874	3 69	1	1
2 288	3 69	1	1
4 286	3 69	1	1
5 4524	3 69	1	1
7 3745	3 69	1	1
2 3611	3 69	1	1
3 2461	3 70	1	1
0 3086	3 70	1	1
5 2213	3 70	1	1
7 1839	3 70	1	1
7 1904	3 70	1	1
0 157	3 70	1	1
3 2376	3 71	1	1
0 2701	3 71	1	1
1 960	3 71	1	1
6 3509	3 71	1	1
6 1815	3 71	1	1
0 4797	3 71	1	1
3 2035	3 72	1	1
0 4361	3 72	1	1
1 2860	3 72	1	1
2 4031	3 72	1	1
7 2895	3 72	1	1
0 1499	3 72	1	1
0 533	3 73	1	1
0 2226	3 73	1	1
1 696	3 73	1	1
4 4638	3 73	1	1
6 316	3 73	1	1
7 2316	3 73	1	1
4 4584	3 74	1	1
7 4794	3 74	1	1
7 3840	3 74	1	1
7 1586	3 74	1	1
7 4382	3 74	1	1
6 1751	3 74	1	1
0 2498	3 75	1	1
0 722	3 75	1	1
1 4076	3 75	1	1
4 3039	3 75	1	1
5 2397	3 75	1	1
5 2571	3 75	1	1
0 3304	3 76	1	1
2 179	3 76	1	1
4 4622	3 76	1	1
5 3000	3 76	1	1
6 7	3 76	1	1
4 98	3 76	1	1
3 2954	3 77	1	1
5 513	3 77	1	1
6 4925	3 77	1	1
7 1417	3 77	1	1
0 2499	3 77	1	1
4 2702	3 77	1	1
0 3572	3 78	1	1
4 3974	3 78	1	1
5 1682	3 78	1	1
6 332	3 78	1	1
7 1163	3 78	1	1
7 3858	3 78	1	1
3 730	3 79	1	1
0 1268	3 79	1	1
5 3471	3 79	1	1
6 3897	3 79	1	1
1 1008	3 79	1	1
6 1611	3 79	1	1
4 576	3 80	1	1
4 3636	3 80	1	1
6 1803	3 80	1	1
7 4995	3 80	1	1
6 3441	3 80	1	1
6 3784	3 80	1	1
3 30	3 81	1	1
1 3471	3 81	1	1
5 3818	3 81	1	1
6 4210	3 81	1	1
6 3610	3 81	1	1
7 3932	3 81	1	1
3 4112	3 82	1	1
2 2192	3 82	1	1
4 2167	3 82	1	1
5 1763	3 82	1	1
5 1554	3 82	1	1
7 4379	3 82	1	1
0 2711	3 83	1	1
0 4356	3 83	1	1
0 4325	3 83	1	1
1 4521	3 83	1	1
4 4293	3 83	1	1
7 177	3 83	1	1
3 2798	3 84	1	1
3 3191	3 84	1	1
0 1712	3 84	1	1
1 3382	3 84	1	1
6 571	3 84	1	1
4 2157	3 84	1	1
3 2905	3 85	1	1
3 782	3 85	1	1
4 4969	3 85	1	1
5 3174	3 85	1	1
6 751	3 85	1	1
5 259	3 85	1	1
3 4847	3 86	1	1
1 202	3 86	1	1
2 1282	3 86	1	1
7 2947	3 86	1	1
5 3486	3 86	1	1
6 2600	3 86	1	1
1 702	3 87	1	1
4 4709	3 87	1	1
4 4269	3 87	1	1
0 2761	3 87	1	1
2 814	3 87	1	1
7 4256	3 87	1	1
3 4730	3 88	1	1
0 183	3 88	1	1
1 1239	3 88	1	1
2 2075	3 88	1	1
2 3559	3 88	1	1
6 1917	3 88	1	1
3 3021	3 89	1	1
2 2355	3 89	1	1
2 1638	3 89	1	1
2 8	3 89	1	1
7 1924	3 89	1	1
7 759	3 89	1	1
3 4473	3 90	1	1
0 3170	3 90	1	1
0 4722	3 90	1	1
4 2749	3 90	1	1
4 1267	3 90	1	1
5 4875	3 90	1	1
0 2132	3 91	1	1
2 3178	3 91	1	1
4 4140	3 91	1	1
5 2697	3 91	1	1
7 149	3 91	1	1
5 3964	3 91	1	1
1 3762	3 92	1	1
4 656	3 92	1	1
5 1558	3 92	1	1
5 4095	3 92	1	1
6 3827	3 92	1	1
6 761	3 92	1	1
3 2415	3 93	1	1
3 261	3 93	1	1
1 4905	3 93	1	1
2 3548	3 93	1	1
4 199	3 93	1	1
2 746	3 93	1	1
0 3465	3 94	1	1
1 2068	3 94	1	1
4 4498	3 94	1	1
6 2991	3 94	1	1
6 2019	3 94	1	1
1 1184	3 94	1	1
0 1861	3 95	1	1
0 4950	3 95	1	1
0 2022	3 95	1	1
5 3223	3 95	1	1
6 1821	3 95	1	1
0 2208	3 95	1	1
3 4649	3 96	1	1
1 4227	3 96	1	1
1 2437	3 96	1	1
2 1646	3 96	1	1
5 299	3 96	1	1
6 4763	3 96	1	1
3 2171	3 97	1	1
3 3464	3 97	1	1
0 4595	3 97	1	1
1 4388	3 97	1	1
2 1271	3 97	1	1
2 295	3 97	1	1
4 4267	3 98	1	1
4 979	3 98	1	1
4 3088	3 98	1	1
5 3417	3 98	1	1
5 8	3 98	1	1
7 4717	3 98	1	1
0 4653	3 99	1	1
1 480	3 99	1	1
4 665	3 99	1	1
0 237	3 99	1	1
5 1652	3 99	1	1
6 3930	3 99	1	1
1 580	3 100	1	1
2 747	3 100	1	1
4 670	3 100	1	1
5 3546	3 100	1	1
6 1807	3 100	1	1
1 1883	3 100	1	1
0 709	3 101	1	1
2 1670	3 101	1	1
6 3844	3 101	1	1
7 806	3 101	1	1
4 1400	3 101	1	1
6 971	3 101	1	1
1 2244	3 102	1	1
2 4618	3 102	1	1
2 538	3 102	1	1
5 1508	3 102	1	1
6 2706	3 102	1	1
7 1646	3 102	1	1
0 1122	3 103	1	1
1 4952	3 103	1	1
5 4317	3 103	1	1
7 1770	3 103	1	1
7 2076	3 103	1	1
0 3768	3 103	1	1
0 4803	3 104	1	1
0 2255	3 104	1	1
1 68	3 104	1	1
4 2897	3 104	1	1
6 3051	3 104	1	1
4 4850	3 104	1	1
1 1459	3 105	1	1
1 1227	3 105	1	1
2 1238	3 105	1	1
6 4017	3 105	1	1
6 1710	3 105	1	1
7 1493	3 105	1	1
1 959	3 106	1	1
2 3146	3 106	1	1
5 521	3 106	1	1
6 4662	3 106	1	1
7 1333	3 106	1	1
7 3268	3 106	1	1
6 4972	3 107	1	1
7 2764	3 107	1	1
7 4620	3 107	1	1
2 3296	3 107	1	1
4 4541	3 107	1	1
5 4215	3 107	1	1
2 169	3 108	1	1
2 4890	3 108	1	1
4 987	3 108	1	1
6 1013	3 108	1	1
7 4299	3 108	1	1
0 2111	3 108	1	1
0 3348	3 109	1	1
0 1855	3 109	1	1
5 742	3 109	1	1
6 2702	3 109	1	1
6 1248	3 109	1	1
7 3455	3 109	1	1
3 2602	3 110	1	1
0 1638	3 110	1	1
2 853	3 110	1	1
4 1252	3 110	1	1
6 4135	3 110	1	1
1 27	3 110	1	1
2 2520	3 111	1	1
2 2438	3 111	1	1
2 2697	3 111	1	1
4 2179	3 111	1	1
5 4194	3 111	1	1
7 2272	3 111	1	1
0 934	3 112	1	1
0 4978	3 112	1	1
1 469	3 112	1	1
4 2077	3 112	1	1
6 3677	3 112	1	1
7 373	3 112	1	1
3 1936	3 113	1	1
0 2121	3 113	1	1
1 2526	3 113	1	1
2 138	3 113	1	1
5 1954	3 113	1	1
6 549	3 113	1	1
3 237	3 114	1	1
0 3227	3 114	1	1
2 218	3 114	1	1
4 2007	3 114	1	1
5 4614	3 114	1	1
7 2407	3 114	1	1
3 4843	3 115	1	1
1 1754	3 115	1	1
4 4717	3 115	1	1
7 979	3 115	1	1
1 1466	3 115	1	1
4 192	3 115	1	1
1 3982	3 116	1	1
1 284	3 116	1	1
4 817	3 116	1	1
6 3883	3 116	1	1
7 4806	3 116	1	1
1 4203	3 116	1	1
3 2030	3 117	1	1
0 4613	3 117	1	1
4 2042	3 117	1	1
5 1306	3 117	1	1
5 1242	3 117	1	1
6 4944	3 117	1	1
0 1870	3 118	1	1
1 1443	3 118	1	1
2 3599	3 118	1	1
2 4576	3 118	1	1
4 3831	3 118	1	1
6 2004	3 118	1	1
0 4459	3 119	1	1
1 4715	3 119	1	1
1 1400	3 119	1	1
6 4788	3 119	1	1
6 4717	3 119	1	1
5 720	3 119	1	1
1 3324	3 120	1	1
1 1406	3 120	1	1
2 619	3 120	1	1
4 4812	3 120	1	1
6 4602	3 120	1	1
1 3379	3 120	1	1
3 3370	3 121	1	1
3 3347	3 121	1	1
4 2019	3 121	1	1
5 154	3 121	1	1
6 1337	3 121	1	1
7 1057	3 121	1	1
3 3483	3 122	1	1
0 1842	3 122	1	1
0 2053	3 122	1	1
7 3342	3 122	1	1
0 2352	3 122	1	1
4 4243	3 122	1	1
1 4040	3 123	1	1
2 1684	3 123	1	1
6 2317	3 123	1	1
6 4868	3 123	1	1
7 3680	3 123	1	1
7 1383	3 123	1	1
3 964	3 124	1	1
0 1612	3 124	1	1
1 3176	3 124	1	1
2 1066	3 124	1	1
6 200	3 124	1	1
5 626	3 124	1	1
3 1062	3 125	1	1
3 1431	3 125	1	1
0 4757	3 125	1	1
0 4507	3 125	1	1
0 766	3 125	1	1
7 1632	3 125	1	1
3 1292	3 126	1	1
1 3003	3 126	1	1
1 3775	3 126	1	1
2 4183	3 126	1	1
7 1592	3 126	1	1
1 1841	3 126	1	1
3 1013	3 127	1	1
0 3915	3 127	1	1
1 2366	3 127	1	1
2 91	3 127	1	1
2 2422	3 127	1	1
1 4075	3 127	1	1
0 1672	3 128	1	1
2 349	3 128	1	1
7 520	3 128	1	1
7 3654	3 128	1	1
7 2919	3 128	1	1
2 3660	3 128	1	1
0 2258	3 129	1	1
0 3939	3 129	1	1
0 393	3 129	1	1
2 3384	3 129	1	1
5 4669	3 129	1	1
6 4489	3 129	1	1
0 919	3 130	1	1
2 989	3 130	1	1
2 1038	3 130	1	1
4 1954	3 130	1	1
5 599	3 130	1	1
7 2865	3 130	1	1
0 3400	3 131	1	1
1 2212	3 131	1	1
6 3381	3 131	1	1
6 2839	3 131	1	1
6 3786	3 131	1	1
7 1664	3 131	1	1
3 4693	3 132	1	1
4 4072	3 132	1	1
5 684	3 132	1	1
6 3070	3 132	1	1
7 1946	3 132	1	1
6 4633	3 132	1	1
1 3766	3 133	1	1
2 3012	3 133	1	1
2 60	3 133	1	1
4 4606	3 133	1	1
4 34	3 133	1	1
4 1934	3 133	1	1
3 2150	3 134	1	1
2 3138	3 134	1	1
5 4493	3 134	1	1
5 1876	3 134	1	1
7 2703	3 134	1	1
2 126	3 134	1	1
3 3016	3 135	1	1
0 2635	3 135	1	1
1 855	3 135	1	1
2 3006	3 135	1	1
4 31	3 135	1	1
5 4633	3 135	1	1
3 2439	3 136	1	1
3 1143	3 136	1	1
1 2682	3 136	1	1
2 4437	3 136	1	1
2 3565	3 136	1	1
5 3070	3 136	1	1
1 3944	3 137	1	1
1 2189	3 137	1	1
2 825	3 137	1	1
2 3752	3 137	1	1
4 1907	3 137	1	1
6 387	3 137	1	1
3 1280	3 138	1	1
3 2932	3 138	1	1
5 3981	3 138	1	1
7 4161	3 138	1	1
7 844	3 138	1	1
6 909	3 138	1	1
3 3064	3 139	1	1
3 4772	3 139	1	1
3 606	3 139	1	1
1 3330	3 139	1	1
7 1683	3 139	1	1
7 4559	3 139	1	1
3 4707	3 140	1	1
3 1169	3 140	1	1
0 2137	3 140	1	1
5 4002	3 140	1	1
5 3906	3 140	1	1
7 614	3 140	1	1
3 4003	3 141	1	1
0 2951	3 141	1	1
5 1337	3 141	1	1
2 6	3 141	1	1
7 3294	3 141	1	1
7 3971	3 141	1	1
3 2282	3 142	1	1
5 4595	3 142	1	1
7 3574	3 142	1	1
1 1912	3 142	1	1
4 1931	3 142	1	1
6 3059	3 142	1	1
3 4907	3 143	1	1
3 1650	3 143	1	1
3 2649	3 143	1	1
2 2863	3 143	1	1
2 4629	3 143	1	1
5 3011	3 143	1	1
3 1673	3 144	1	1
0 4400	3 144	1	1
4 2856	3 144	1	1
4 2633	3 144	1	1
5 2552	3 144	1	1
7 1871	3 144	1	1
0 3538	3 145	1	1
1 129	3 145	1	1
1 1979	3 145	1	1
2 3842	3 145	1	1
1 3796	3 145	1	1
5 882	3 145	1	1
3 775	3 146	1	1
4 4425	3 146	1	1
4 3387	3 146	1	1
7 3316	3 146	1	1
7 700	3 146	1	1
7 4944	3 146	1	1
3 1086	3 147	1	1
0 1992	3 147	1	1
5 1020	3 147	1	1
5 277	3 147	1	1
6 2253	3 147	1	1
5 1568	3 147	1	1
3 5000	3 148	1	1
0 4422	3 148	1	1
2 915	3 148	1	1
5 2295	3 148	1	1
5 4181	3 148	1	1
6 3302	3 148	1	1
2 1267	3 149	1	1
2 3231	3 149	1	1
4 152	3 149	1	1
5 4733	3 149	1	1
6 160	3 149	1	1
7 846	3 149	1	1
3 2945	3 150	1	1
0 3582	3 150	1	1
2 1769	3 150	1	1
5 2704	3 150	1	1
6 1022	3 150	1	1
2 675	3 150	1	1
3 2466	3 151	1	1
3 2359	3 151	1	1
1 457	3 151	1	1
4 1122	3 151	1	1
4 3588	3 151	1	1
6 4670	3 151	1	1
3 2472	3 152	1	1
1 4788	3 152	1	1
2 4161	3 152	1	1
6 2986	3 152	1	1
7 2899	3 152	1	1
7 4335	3 152	1	1
0 1817	3 153	1	1
1 567	3 153	1	1
2 2077	3 153	1	1
4 1150	3 153	1	1
6 1660	3 153	1	1
7 3079	3 153	1	1
3 2104	3 154	1	1
4 2718	3 154	1	1
5 4081	3 154	1	1
6 4747	3 154	1	1
7 2163	3 154	1	1
4 3336	3 154	1	1
0 2145	3 155	1	1
2 1908	3 155	1	1
4 1774	3 155	1	1
6 2273	3 155	1	1
7 941	3 155	1	1
6 103	3 155	1	1
0 2553	3 156	1	1
1 2501	3 156	1	1
4 269	3 156	1	1
7 76	3 156	1	1
0 73	3 156	1	1
5 4998	3 156	1	1
1 2768	3 157	1	1
2 2693	3 157	1	1
2 4584	3 157	1	1
4 4474	3 157	1	1
5 4015	3 157	1	1
5 1012	3 157	1	1
3 910	3 158	1	1
1 645	3 158	1	1
6 1813	3 158	1	1
6 2422	3 158	1	1
6 3342	3 158	1	1
0 97	3 158	1	1
3 3978	3 159	1	1
2 1428	3 159	1	1
5 4482	3 159	1	1
5 499	3 159	1	1
5 2466	3 159	1	1
6 796	3 159	1	1
3 708	3 160	1	1
0 935	3 160	1	1
0 2615	3 160	1	1
2 1839	3 160	1	1
5 2760	3 160	1	1
6 3942	3 160	1	1
3 4206	3 161	1	1
0 4977	3 161	1	1
1 3348	3 161	1	1
2 264	3 161	1	1
2 2931	3 161	1	1
2 1586	3 161	1	1
3 2062	3 162	1	1
0 44	3 162	1	1
1 309	3 162	1	1
2 1280	3 162	1	1
5 930	3 162	1	1
7 1054	3 162	1	1
3 1382	3 163	1	1
0 2481	3 163	1	1
5 1425	3 163	1	1
5 3372	3 163	1	1
6 1253	3 163	1	1
7 3916	3 163	1	1
0 2140	3 164	1	1
1 1185	3 164	1	1
5 2602	3 164	1	1
7 3398	3 164	1	1
7 2813	3 164	1	1
1 1626	3 164	1	1
3 4727	3 165	1	1
3 3287	3 165	1	1
1 3530	3 165	1	1
4 4036	3 165	1	1
5 1082	3 165	1	1
7 121	3 165	1	1
3 2478	3 166	1	1
1 4218	3 166	1	1
5 2458	3 166	1	1
5 1730	3 166	1	1
6 2453	3 166	1	1
7 4849	3 166	1	1
0 817	3 167	1	1
0 3501	3 167	1	1
1 280	3 167	1	1
4 1475	3 167	1	1
4 1710	3 167	1	1
7 3461	3 167	1	1
3 1220	3 168	1	1
0 4036	3 168	1	1
0 885	3 168	1	1
4 4822	3 168	1	1
4 192	3 168	1	1
6 1272	3 168	1	1
0 325	3 169	1	1
0 3174	3 169	1	1
4 1661	3 169	1	1
4 4318	3 169	1	1
6 4139	3 169	1	1
4 4641	3 169	1	1
3 1638	3 170	1	1
3 2604	3 170	1	1
1 4618	3 170	1	1
1 4897	3 170	1	1
4 2261	3 170	1	1
4 2211	3 170	1	1
3 1253	3 171	1	1
3 578	3 171	1	1
0 2449	3 171	1	1
2 2865	3 171	1	1
6 4383	3 171	1	1
5 47	3 171	1	1
3 156	3 172	1	1
1 1327	3 172	1	1
1 1480	3 172	1	1
1 1839	3 172	1	1
5 388	3 172	1	1
6 951	3 172	1	1
3 2408	3 173	1	1
2 304	3 173	1	1
6 3239	3 173	1	1
7 2782	3 173	1	1
7 58	3 173	1	1
7 11	3 173	1	1
3 220	3 174	1	1
3 997	3 174	1	1
5 2688	3 174	1	1
7 4226	3 174	1	1
7 3347	3 174	1	1
6 2803	3 174	1	1
0 4023	3 175	1	1
0 20	3 175	1	1
2 400	3 175	1	1
5 1383	3 175	1	1
7 271	3 175	1	1
7 4348	3 175	1	1
1 1027	3 176	1	1
2 1386	3 176	1	1
7 3973	3 176	1	1
7 235	3 176	1	1
4 3360	3 176	1	1
7 1030	3 176	1	1
3 3425	3 177	1	1
0 4615	3 177	1	1
1 2513	3 177	1	1
2 1695	3 177	1	1
5 3583	3 177	1	1
7 315	3 177	1	1
3 1516	3 178	1	1
2 3511	3 178	1	1
4 487	3 178	1	1
4 4488	3 178	1	1
5 3757	3 178	1	1
6 2446	3 178	1	1
3 4372	3 179	1	1
0 4683	3 179	1	1
4 3526	3 179	1	1
4 485	3 179	1	1
6 3297	3 179	1	1
7 1646	3 179	1	1
3 3584	3 180	1	1
2 1196	3 180	1	1
2 1608	3 180	1	1
6 951	3 180	1	1
7 2201	3 180	1	1
7 630	3 180	1	1
1 2482	3 181	1	1
1 4394	3 181	1	1
