# Total number neurons: 40000
# Local number neurons: 5000
# Number MPI ranks: 8
# Current simulation step: 2002
# <target rank> <target neuron id>	<source rank> <source neuron id>	<weight>	<plastic>
7 3209	5 21	1	1
5 4766	5 22	1	1
0 440	5 22	1	1
1 4300	5 22	1	1
2 1104	5 22	1	1
3 1582	5 22	1	1
6 2311	5 22	1	1
5 598	5 23	1	1
0 705	5 23	1	1
2 4677	5 23	1	1
6 1916	5 23	1	1
7 4443	5 23	1	1
0 2219	5 23	1	1
1 4658	5 24	1	1
2 4345	5 24	1	1
2 4069	5 24	1	1
3 4828	5 24	1	1
7 4508	5 24	1	1
7 4903	5 24	1	1
5 4918	5 25	1	1
2 228	5 25	1	1
4 603	5 25	1	1
6 4600	5 25	1	1
6 2330	5 25	1	1
6 122	5 25	1	1
5 2067	5 26	1	1
5 4821	5 26	1	1
3 546	5 26	1	1
7 712	5 26	1	1
1 2306	5 26	1	1
2 1058	5 26	1	1
1 544	5 27	1	1
3 780	5 27	1	1
3 1237	5 27	1	1
3 354	5 27	1	1
7 825	5 27	1	1
3 4354	5 27	1	1
5 1199	5 28	1	1
0 533	5 28	1	1
1 3799	5 28	1	1
1 1198	5 28	1	1
6 655	5 28	1	1
6 4142	5 28	1	1
5 2246	5 29	1	1
5 371	5 29	1	1
3 4195	5 29	1	1
3 1170	5 29	1	1
4 206	5 29	1	1
6 1742	5 29	1	1
5 131	5 30	1	1
5 907	5 30	1	1
5 373	5 30	1	1
1 765	5 30	1	1
3 4085	5 30	1	1
6 3274	5 30	1	1
5 4447	5 31	1	1
1 3891	5 31	1	1
2 835	5 31	1	1
7 2610	5 31	1	1
2 4100	5 31	1	1
7 2739	5 31	1	1
5 3258	5 32	1	1
1 1238	5 32	1	1
1 41	5 32	1	1
3 101	5 32	1	1
6 1168	5 32	1	1
1 2743	5 32	1	1
5 2505	5 33	1	1
0 874	5 33	1	1
2 1391	5 33	1	1
3 1461	5 33	1	1
1 3203	5 33	1	1
3 624	5 33	1	1
0 2193	5 34	1	1
3 252	5 34	1	1
4 1482	5 34	1	1
7 2144	5 34	1	1
0 3540	5 34	1	1
6 504	5 34	1	1
5 3812	5 35	1	1
2 4260	5 35	1	1
6 3625	5 35	1	1
6 4021	5 35	1	1
7 4357	5 35	1	1
2 4919	5 35	1	1
1 2391	5 36	1	1
7 3709	5 36	1	1
7 766	5 36	1	1
7 500	5 36	1	1
7 4189	5 36	1	1
6 940	5 36	1	1
1 464	5 37	1	1
1 2156	5 37	1	1
2 2779	5 37	1	1
4 1411	5 37	1	1
6 1716	5 37	1	1
2 3835	5 37	1	1
5 3152	5 38	1	1
0 3323	5 38	1	1
1 507	5 38	1	1
4 1312	5 38	1	1
7 4323	5 38	1	1
3 2265	5 38	1	1
5 1070	5 39	1	1
3 838	5 39	1	1
4 1059	5 39	1	1
6 3801	5 39	1	1
6 2815	5 39	1	1
1 3664	5 39	1	1
5 4450	5 40	1	1
1 2880	5 40	1	1
2 1949	5 40	1	1
6 2080	5 40	1	1
7 1438	5 40	1	1
4 2039	5 40	1	1
0 2677	5 41	1	1
0 1765	5 41	1	1
2 2273	5 41	1	1
2 2971	5 41	1	1
4 1292	5 41	1	1
0 4620	5 41	1	1
5 2429	5 42	1	1
3 3611	5 42	1	1
4 2318	5 42	1	1
6 1701	5 42	1	1
7 4179	5 42	1	1
7 1046	5 42	1	1
5 3221	5 43	1	1
0 4743	5 43	1	1
1 1257	5 43	1	1
3 4580	5 43	1	1
7 4031	5 43	1	1
2 3649	5 43	1	1
0 720	5 44	1	1
0 4977	5 44	1	1
3 1786	5 44	1	1
6 4983	5 44	1	1
0 515	5 44	1	1
1 3708	5 44	1	1
5 3681	5 45	1	1
1 4692	5 45	1	1
2 2261	5 45	1	1
3 203	5 45	1	1
7 4127	5 45	1	1
7 330	5 45	1	1
0 1864	5 46	1	1
0 330	5 46	1	1
2 3294	5 46	1	1
3 1729	5 46	1	1
7 4822	5 46	1	1
7 4770	5 46	1	1
5 4708	5 47	1	1
1 3437	5 47	1	1
3 3950	5 47	1	1
6 35	5 47	1	1
7 1984	5 47	1	1
7 3302	5 47	1	1
5 2212	5 48	1	1
2 2122	5 48	1	1
4 2120	5 48	1	1
4 3312	5 48	1	1
6 278	5 48	1	1
2 1703	5 48	1	1
5 3470	5 49	1	1
0 1007	5 49	1	1
2 3440	5 49	1	1
6 3375	5 49	1	1
2 97	5 49	1	1
4 4022	5 49	1	1
1 2139	5 50	1	1
1 422	5 50	1	1
6 3825	5 50	1	1
6 970	5 50	1	1
7 3208	5 50	1	1
7 472	5 50	1	1
0 113	5 51	1	1
0 2616	5 51	1	1
1 44	5 51	1	1
6 3176	5 51	1	1
7 4379	5 51	1	1
4 3455	5 51	1	1
2 4144	5 52	1	1
6 1348	5 52	1	1
7 2867	5 52	1	1
7 1974	5 52	1	1
7 3736	5 52	1	1
7 1019	5 52	1	1
5 3228	5 53	1	1
0 308	5 53	1	1
3 59	5 53	1	1
4 2388	5 53	1	1
4 4597	5 53	1	1
7 3669	5 53	1	1
5 1501	5 54	1	1
0 1729	5 54	1	1
1 2270	5 54	1	1
2 1079	5 54	1	1
3 4119	5 54	1	1
4 2637	5 54	1	1
5 3483	5 55	1	1
2 959	5 55	1	1
2 2764	5 55	1	1
3 4633	5 55	1	1
6 3327	5 55	1	1
3 1637	5 55	1	1
5 3880	5 56	1	1
1 3637	5 56	1	1
3 2829	5 56	1	1
0 4182	5 56	1	1
6 3455	5 56	1	1
1 1284	5 56	1	1
1 3103	5 57	1	1
2 3426	5 57	1	1
4 4175	5 57	1	1
6 886	5 57	1	1
2 73	5 57	1	1
3 1939	5 57	1	1
0 2541	5 58	1	1
0 2876	5 58	1	1
0 4309	5 58	1	1
1 2263	5 58	1	1
4 3563	5 58	1	1
3 3140	5 58	1	1
5 3630	5 59	1	1
5 4830	5 59	1	1
4 3706	5 59	1	1
7 3367	5 59	1	1
7 4767	5 59	1	1
4 2730	5 59	1	1
0 4895	5 60	1	1
6 2264	5 60	1	1
6 3575	5 60	1	1
6 479	5 60	1	1
6 3177	5 60	1	1
1 771	5 60	1	1
5 4062	5 61	1	1
0 1367	5 61	1	1
1 3350	5 61	1	1
6 4211	5 61	1	1
6 258	5 61	1	1
3 92	5 61	1	1
5 828	5 62	1	1
0 3764	5 62	1	1
0 1834	5 62	1	1
1 2762	5 62	1	1
3 3496	5 62	1	1
6 718	5 62	1	1
5 4412	5 63	1	1
1 3683	5 63	1	1
6 2634	5 63	1	1
7 2386	5 63	1	1
7 3696	5 63	1	1
0 3504	5 63	1	1
0 165	5 64	1	1
3 2691	5 64	1	1
7 582	5 64	1	1
7 3447	5 64	1	1
7 4510	5 64	1	1
7 2830	5 64	1	1
5 782	5 65	1	1
1 228	5 65	1	1
1 4900	5 65	1	1
1 981	5 65	1	1
7 4154	5 65	1	1
7 3099	5 65	1	1
5 3196	5 66	1	1
3 2904	5 66	1	1
6 3468	5 66	1	1
7 2654	5 66	1	1
7 3086	5 66	1	1
2 2128	5 66	1	1
5 4932	5 67	1	1
4 1396	5 67	1	1
7 3104	5 67	1	1
4 1882	5 67	1	1
7 2002	5 67	1	1
0 2543	5 67	1	1
0 1659	5 68	1	1
1 2198	5 68	1	1
6 1767	5 68	1	1
6 1213	5 68	1	1
7 2242	5 68	1	1
4 3373	5 68	1	1
5 3917	5 69	1	1
2 4585	5 69	1	1
2 2545	5 69	1	1
6 4875	5 69	1	1
6 2954	5 69	1	1
6 2942	5 69	1	1
1 4112	5 70	1	1
3 362	5 70	1	1
7 2244	5 70	1	1
2 4450	5 70	1	1
3 4269	5 70	1	1
1 1468	5 70	1	1
5 4850	5 71	1	1
1 4349	5 71	1	1
3 3865	5 71	1	1
4 2693	5 71	1	1
6 4601	5 71	1	1
7 3970	5 71	1	1
0 1468	5 72	1	1
2 989	5 72	1	1
6 4058	5 72	1	1
6 2165	5 72	1	1
6 551	5 72	1	1
7 2007	5 72	1	1
5 697	5 73	1	1
1 3942	5 73	1	1
2 2475	5 73	1	1
2 881	5 73	1	1
4 1968	5 73	1	1
3 2147	5 73	1	1
2 415	5 74	1	1
3 4299	5 74	1	1
6 1511	5 74	1	1
6 2544	5 74	1	1
7 2842	5 74	1	1
7 4700	5 74	1	1
5 1016	5 75	1	1
0 4251	5 75	1	1
0 735	5 75	1	1
2 3661	5 75	1	1
2 4139	5 75	1	1
7 4423	5 75	1	1
5 315	5 76	1	1
5 161	5 76	1	1
0 2275	5 76	1	1
3 150	5 76	1	1
3 2033	5 76	1	1
7 3408	5 76	1	1
0 3407	5 77	1	1
1 2835	5 77	1	1
1 4578	5 77	1	1
6 952	5 77	1	1
7 4795	5 77	1	1
3 600	5 77	1	1
5 1540	5 78	1	1
3 1062	5 78	1	1
6 4725	5 78	1	1
1 3666	5 78	1	1
4 1247	5 78	1	1
7 2754	5 78	1	1
5 4778	5 79	1	1
5 1046	5 79	1	1
0 4043	5 79	1	1
1 1604	5 79	1	1
2 2864	5 79	1	1
3 2850	5 79	1	1
5 2078	5 80	1	1
2 4417	5 80	1	1
7 1680	5 80	1	1
7 304	5 80	1	1
0 3579	5 80	1	1
6 3036	5 80	1	1
1 1452	5 81	1	1
3 3410	5 81	1	1
4 2850	5 81	1	1
6 294	5 81	1	1
6 709	5 81	1	1
7 971	5 81	1	1
5 714	5 82	1	1
0 2288	5 82	1	1
1 4300	5 82	1	1
3 4227	5 82	1	1
6 2949	5 82	1	1
7 1082	5 82	1	1
5 2586	5 83	1	1
0 900	5 83	1	1
1 4603	5 83	1	1
3 4824	5 83	1	1
6 4027	5 83	1	1
3 4910	5 83	1	1
5 4774	5 84	1	1
2 2647	5 84	1	1
6 2329	5 84	1	1
7 3351	5 84	1	1
1 1773	5 84	1	1
4 1640	5 84	1	1
5 341	5 85	1	1
2 833	5 85	1	1
2 1530	5 85	1	1
3 2489	5 85	1	1
6 1702	5 85	1	1
6 3519	5 85	1	1
0 4164	5 86	1	1
3 543	5 86	1	1
4 1265	5 86	1	1
7 137	5 86	1	1
7 1633	5 86	1	1
7 358	5 86	1	1
5 4844	5 87	1	1
0 3004	5 87	1	1
0 2481	5 87	1	1
3 398	5 87	1	1
3 565	5 87	1	1
2 4342	5 87	1	1
5 4979	5 88	1	1
2 783	5 88	1	1
2 341	5 88	1	1
6 970	5 88	1	1
7 3038	5 88	1	1
2 843	5 88	1	1
0 3171	5 89	1	1
0 2697	5 89	1	1
0 3152	5 89	1	1
1 4764	5 89	1	1
6 3190	5 89	1	1
3 4669	5 89	1	1
5 777	5 90	1	1
5 1246	5 90	1	1
2 624	5 90	1	1
3 4867	5 90	1	1
7 3110	5 90	1	1
3 1097	5 90	1	1
0 2777	5 91	1	1
0 3797	5 91	1	1
2 1581	5 91	1	1
4 1618	5 91	1	1
6 2719	5 91	1	1
3 4683	5 91	1	1
5 1989	5 92	1	1
0 3793	5 92	1	1
0 3875	5 92	1	1
7 1246	5 92	1	1
7 1669	5 92	1	1
7 31	5 92	1	1
5 207	5 93	1	1
4 4507	5 93	1	1
6 1037	5 93	1	1
1 4419	5 93	1	1
4 236	5 93	1	1
7 3426	5 93	1	1
0 3432	5 94	1	1
1 4628	5 94	1	1
2 1910	5 94	1	1
4 841	5 94	1	1
6 2400	5 94	1	1
7 1189	5 94	1	1
0 1124	5 95	1	1
4 751	5 95	1	1
4 3214	5 95	1	1
4 1929	5 95	1	1
7 1387	5 95	1	1
6 3741	5 95	1	1
1 4472	5 96	1	1
2 3010	5 96	1	1
6 381	5 96	1	1
0 1316	5 96	1	1
0 1876	5 96	1	1
3 4308	5 96	1	1
5 2384	5 97	1	1
5 3816	5 97	1	1
0 1027	5 97	1	1
3 3981	5 97	1	1
3 507	5 97	1	1
4 1888	5 97	1	1
5 3736	5 98	1	1
5 2025	5 98	1	1
5 3416	5 98	1	1
0 2594	5 98	1	1
4 2517	5 98	1	1
7 2102	5 98	1	1
5 4338	5 99	1	1
0 3527	5 99	1	1
6 3335	5 99	1	1
6 4829	5 99	1	1
7 1481	5 99	1	1
4 740	5 99	1	1
5 4288	5 100	1	1
0 4544	5 100	1	1
1 3941	5 100	1	1
3 4780	5 100	1	1
4 1058	5 100	1	1
6 3148	5 100	1	1
1 3175	5 101	1	1
2 1593	5 101	1	1
3 142	5 101	1	1
4 2925	5 101	1	1
7 509	5 101	1	1
7 2124	5 101	1	1
2 2830	5 102	1	1
2 4121	5 102	1	1
3 400	5 102	1	1
4 1442	5 102	1	1
6 2397	5 102	1	1
6 925	5 102	1	1
5 3261	5 103	1	1
2 2582	5 103	1	1
3 3058	5 103	1	1
6 1858	5 103	1	1
7 2008	5 103	1	1
1 3680	5 103	1	1
5 1068	5 104	1	1
1 4010	5 104	1	1
3 4348	5 104	1	1
7 107	5 104	1	1
7 738	5 104	1	1
7 4207	5 104	1	1
0 4336	5 105	1	1
0 122	5 105	1	1
1 4546	5 105	1	1
6 3188	5 105	1	1
7 43	5 105	1	1
7 3830	5 105	1	1
5 2410	5 106	1	1
0 2728	5 106	1	1
6 1860	5 106	1	1
0 284	5 106	1	1
1 924	5 106	1	1
4 2104	5 106	1	1
5 1700	5 107	1	1
0 1064	5 107	1	1
2 4654	5 107	1	1
4 755	5 107	1	1
4 20	5 107	1	1
0 544	5 107	1	1
1 2116	5 108	1	1
2 181	5 108	1	1
2 3452	5 108	1	1
4 3048	5 108	1	1
6 1672	5 108	1	1
6 3454	5 108	1	1
0 2403	5 109	1	1
1 3333	5 109	1	1
1 254	5 109	1	1
2 3236	5 109	1	1
6 3950	5 109	1	1
6 2845	5 109	1	1
0 1523	5 110	1	1
1 3883	5 110	1	1
2 3690	5 110	1	1
4 1376	5 110	1	1
4 3646	5 110	1	1
7 3021	5 110	1	1
5 3584	5 111	1	1
0 4561	5 111	1	1
2 3266	5 111	1	1
6 1599	5 111	1	1
1 193	5 111	1	1
2 770	5 111	1	1
5 1953	5 112	1	1
1 2681	5 112	1	1
2 1283	5 112	1	1
4 730	5 112	1	1
6 867	5 112	1	1
7 4112	5 112	1	1
0 1121	5 113	1	1
0 1718	5 113	1	1
1 1735	5 113	1	1
2 1696	5 113	1	1
2 48	5 113	1	1
3 123	5 113	1	1
1 197	5 114	1	1
2 1621	5 114	1	1
3 1560	5 114	1	1
4 3339	5 114	1	1
3 2548	5 114	1	1
4 649	5 114	1	1
5 2519	5 115	1	1
0 3437	5 115	1	1
7 3825	5 115	1	1
7 2605	5 115	1	1
0 3245	5 115	1	1
0 4749	5 115	1	1
0 814	5 116	1	1
0 4246	5 116	1	1
1 4470	5 116	1	1
2 4977	5 116	1	1
3 4107	5 116	1	1
4 4360	5 116	1	1
5 110	5 117	1	1
0 926	5 117	1	1
1 3677	5 117	1	1
3 4966	5 117	1	1
6 1598	5 117	1	1
6 790	5 117	1	1
5 1020	5 118	1	1
2 3087	5 118	1	1
2 921	5 118	1	1
4 3537	5 118	1	1
6 2241	5 118	1	1
7 4148	5 118	1	1
1 2093	5 119	1	1
1 2949	5 119	1	1
1 2559	5 119	1	1
4 2986	5 119	1	1
6 1884	5 119	1	1
6 4062	5 119	1	1
0 4186	5 120	1	1
0 3084	5 120	1	1
1 3013	5 120	1	1
3 1881	5 120	1	1
4 4694	5 120	1	1
7 4813	5 120	1	1
0 181	5 121	1	1
1 4437	5 121	1	1
2 3111	5 121	1	1
4 3323	5 121	1	1
4 2292	5 121	1	1
6 3244	5 121	1	1
2 1623	5 122	1	1
2 4377	5 122	1	1
6 521	5 122	1	1
7 3134	5 122	1	1
0 1775	5 122	1	1
2 2031	5 122	1	1
1 12	5 123	1	1
1 319	5 123	1	1
4 467	5 123	1	1
6 2808	5 123	1	1
7 405	5 123	1	1
6 2342	5 123	1	1
5 4652	5 124	1	1
0 86	5 124	1	1
1 3264	5 124	1	1
3 3745	5 124	1	1
7 205	5 124	1	1
3 1615	5 124	1	1
0 2721	5 125	1	1
1 3468	5 125	1	1
2 2082	5 125	1	1
3 38	5 125	1	1
3 407	5 125	1	1
7 2648	5 125	1	1
5 2372	5 126	1	1
1 3795	5 126	1	1
2 1075	5 126	1	1
2 3814	5 126	1	1
7 3549	5 126	1	1
4 1711	5 126	1	1
1 4362	5 127	1	1
1 2215	5 127	1	1
1 3012	5 127	1	1
2 3988	5 127	1	1
2 4428	5 127	1	1
7 1201	5 127	1	1
5 1614	5 128	1	1
0 103	5 128	1	1
3 1071	5 128	1	1
4 2283	5 128	1	1
4 2532	5 128	1	1
4 4157	5 128	1	1
1 1506	5 129	1	1
1 4968	5 129	1	1
2 3471	5 129	1	1
4 4803	5 129	1	1
7 756	5 129	1	1
2 1046	5 129	1	1
2 1058	5 130	1	1
2 1898	5 130	1	1
4 2671	5 130	1	1
7 3328	5 130	1	1
7 2605	5 130	1	1
2 1722	5 130	1	1
1 958	5 131	1	1
2 1588	5 131	1	1
2 1768	5 131	1	1
2 2233	5 131	1	1
2 4810	5 131	1	1
7 2862	5 131	1	1
1 3014	5 132	1	1
2 252	5 132	1	1
3 913	5 132	1	1
7 3196	5 132	1	1
7 4503	5 132	1	1
2 1121	5 132	1	1
5 4106	5 133	1	1
5 2600	5 133	1	1
2 250	5 133	1	1
7 1042	5 133	1	1
7 43	5 133	1	1
7 4371	5 133	1	1
0 1387	5 134	1	1
1 3023	5 134	1	1
2 3986	5 134	1	1
4 4354	5 134	1	1
4 4767	5 134	1	1
7 3549	5 134	1	1
5 1450	5 135	1	1
5 1691	5 135	1	1
4 2071	5 135	1	1
6 752	5 135	1	1
7 4701	5 135	1	1
0 1844	5 135	1	1
0 564	5 136	1	1
1 4557	5 136	1	1
6 4231	5 136	1	1
6 3885	5 136	1	1
7 4701	5 136	1	1
2 114	5 136	1	1
5 615	5 137	1	1
1 2131	5 137	1	1
3 3510	5 137	1	1
4 3871	5 137	1	1
4 2333	5 137	1	1
6 1924	5 137	1	1
0 3531	5 138	1	1
2 4111	5 138	1	1
3 1506	5 138	1	1
3 2059	5 138	1	1
7 2547	5 138	1	1
7 4824	5 138	1	1
5 2785	5 139	1	1
5 3780	5 139	1	1
0 3958	5 139	1	1
4 4708	5 139	1	1
7 1062	5 139	1	1
6 4067	5 139	1	1
0 658	5 140	1	1
0 971	5 140	1	1
2 3551	5 140	1	1
4 3826	5 140	1	1
7 2666	5 140	1	1
7 1369	5 140	1	1
5 3422	5 141	1	1
0 2509	5 141	1	1
1 1805	5 141	1	1
1 1869	5 141	1	1
1 2412	5 141	1	1
6 4026	5 141	1	1
0 2289	5 142	1	1
0 1784	5 142	1	1
3 1517	5 142	1	1
3 69	5 142	1	1
3 3678	5 142	1	1
7 313	5 142	1	1
0 667	5 143	1	1
1 4538	5 143	1	1
3 1904	5 143	1	1
3 2691	5 143	1	1
4 2347	5 143	1	1
6 4420	5 143	1	1
5 4138	5 144	1	1
1 2941	5 144	1	1
3 2585	5 144	1	1
4 3451	5 144	1	1
2 3893	5 144	1	1
2 847	5 144	1	1
0 2471	5 145	1	1
1 1867	5 145	1	1
2 2615	5 145	1	1
2 988	5 145	1	1
7 872	5 145	1	1
6 4444	5 145	1	1
5 2786	5 146	1	1
5 1794	5 146	1	1
0 1360	5 146	1	1
1 815	5 146	1	1
3 2369	5 146	1	1
6 1865	5 146	1	1
5 2625	5 147	1	1
0 1581	5 147	1	1
1 1119	5 147	1	1
1 2866	5 147	1	1
7 3902	5 147	1	1
1 3945	5 147	1	1
5 4108	5 148	1	1
0 2799	5 148	1	1
2 644	5 148	1	1
3 868	5 148	1	1
3 4813	5 148	1	1
6 1652	5 148	1	1
0 831	5 149	1	1
0 772	5 149	1	1
1 4778	5 149	1	1
6 1266	5 149	1	1
6 2403	5 149	1	1
7 465	5 149	1	1
5 3971	5 150	1	1
0 3444	5 150	1	1
4 1870	5 150	1	1
6 3372	5 150	1	1
6 3686	5 150	1	1
6 3286	5 150	1	1
0 4193	5 151	1	1
0 1950	5 151	1	1
2 547	5 151	1	1
6 343	5 151	1	1
6 1676	5 151	1	1
3 4159	5 151	1	1
0 121	5 152	1	1
1 3847	5 152	1	1
6 108	5 152	1	1
7 832	5 152	1	1
7 3846	5 152	1	1
2 1587	5 152	1	1
2 874	5 153	1	1
6 1934	5 153	1	1
7 4202	5 153	1	1
7 4210	5 153	1	1
4 115	5 153	1	1
4 1616	5 153	1	1
5 2041	5 154	1	1
0 4122	5 154	1	1
0 2405	5 154	1	1
1 3513	5 154	1	1
4 3960	5 154	1	1
6 849	5 154	1	1
1 1359	5 155	1	1
2 4776	5 155	1	1
3 4362	5 155	1	1
4 2844	5 155	1	1
4 666	5 155	1	1
6 3840	5 155	1	1
0 896	5 156	1	1
2 1936	5 156	1	1
3 4111	5 156	1	1
4 1972	5 156	1	1
4 4824	5 156	1	1
4 1366	5 156	1	1
1 3128	5 157	1	1
1 3579	5 157	1	1
2 2119	5 157	1	1
4 3434	5 157	1	1
6 1644	5 157	1	1
0 4970	5 157	1	1
5 2801	5 158	1	1
0 4615	5 158	1	1
3 1702	5 158	1	1
6 1407	5 158	1	1
6 3822	5 158	1	1
6 3068	5 158	1	1
5 3257	5 159	1	1
5 3720	5 159	1	1
4 3476	5 159	1	1
4 3745	5 159	1	1
6 4209	5 159	1	1
4 4355	5 159	1	1
5 828	5 160	1	1
0 3795	5 160	1	1
0 4542	5 160	1	1
2 3161	5 160	1	1
4 2142	5 160	1	1
7 928	5 160	1	1
1 23	5 161	1	1
6 416	5 161	1	1
7 1399	5 161	1	1
7 3739	5 161	1	1
2 3863	5 161	1	1
4 3410	5 161	1	1
5 4821	5 162	1	1
5 4899	5 162	1	1
5 4573	5 162	1	1
4 4241	5 162	1	1
6 1060	5 162	1	1
0 3844	5 162	1	1
0 4834	5 163	1	1
1 1474	5 163	1	1
1 4436	5 163	1	1
1 4850	5 163	1	1
3 1334	5 163	1	1
6 2805	5 163	1	1
5 3475	5 164	1	1
3 4787	5 164	1	1
4 3490	5 164	1	1
4 2580	5 164	1	1
6 2078	5 164	1	1
7 2431	5 164	1	1
2 1621	5 165	1	1
2 2912	5 165	1	1
3 3247	5 165	1	1
4 2560	5 165	1	1
6 1538	5 165	1	1
1 3420	5 165	1	1
1 938	5 166	1	1
2 1713	5 166	1	1
3 4346	5 166	1	1
3 2363	5 166	1	1
7 4050	5 166	1	1
6 2229	5 166	1	1
5 3126	5 167	1	1
1 4043	5 167	1	1
1 533	5 167	1	1
2 18	5 167	1	1
6 4149	5 167	1	1
7 45	5 167	1	1
3 958	5 168	1	1
4 1553	5 168	1	1
4 3132	5 168	1	1
6 33	5 168	1	1
7 2901	5 168	1	1
6 3148	5 168	1	1
5 3528	5 169	1	1
5 1256	5 169	1	1
5 2396	5 169	1	1
0 4160	5 169	1	1
0 2239	5 169	1	1
6 2687	5 169	1	1
2 3062	5 170	1	1
2 283	5 170	1	1
3 4304	5 170	1	1
3 2058	5 170	1	1
6 368	5 170	1	1
7 2454	5 170	1	1
5 2632	5 171	1	1
5 2480	5 171	1	1
0 4710	5 171	1	1
2 3176	5 171	1	1
4 726	5 171	1	1
7 3968	5 171	1	1
5 4428	5 172	1	1
0 3382	5 172	1	1
6 2406	5 172	1	1
7 2922	5 172	1	1
0 611	5 172	1	1
6 1561	5 172	1	1
0 2250	5 173	1	1
0 1129	5 173	1	1
0 1146	5 173	1	1
2 4349	5 173	1	1
4 4324	5 173	1	1
6 577	5 173	1	1
5 1803	5 174	1	1
5 4793	5 174	1	1
2 4809	5 174	1	1
2 1130	5 174	1	1
3 1945	5 174	1	1
3 3628	5 174	1	1
5 2715	5 175	1	1
0 1839	5 175	1	1
2 2306	5 175	1	1
3 1396	5 175	1	1
4 734	5 175	1	1
7 148	5 175	1	1
0 3402	5 176	1	1
1 961	5 176	1	1
2 3831	5 176	1	1
4 3204	5 176	1	1
6 2301	5 176	1	1
7 950	5 176	1	1
5 826	5 177	1	1
2 1326	5 177	1	1
3 3984	5 177	1	1
4 4943	5 177	1	1
6 4257	5 177	1	1
3 2677	5 177	1	1
0 3404	5 178	1	1
1 3478	5 178	1	1
1 2363	5 178	1	1
3 4461	5 178	1	1
2 1130	5 178	1	1
3 1760	5 178	1	1
5 803	5 179	1	1
1 505	5 179	1	1
2 1116	5 179	1	1
4 3498	5 179	1	1
6 4824	5 179	1	1
6 207	5 179	1	1
0 1803	5 180	1	1
0 709	5 180	1	1
1 1355	5 180	1	1
2 1791	5 180	1	1
4 4861	5 180	1	1
7 109	5 180	1	1
1 2616	5 181	1	1
