# Total number neurons: 4000
# Local number neurons: 1000
# Number MPI ranks: 4
# Current simulation step: 1003
# <target rank> <target neuron id>	<source rank> <source neuron id>	<weight>	<plastic>
0 15	3 205	1	1
0 15	1 73	1	1
0 15	3 902	1	1
0 15	2 783	1	1
0 15	1 626	1	1
0 16	0 266	1	1
0 16	0 263	1	1
0 16	0 475	1	1
0 16	0 807	1	1
0 16	0 531	1	1
0 16	0 81	1	1
0 16	1 208	1	1
0 16	1 385	1	1
0 16	2 981	1	1
0 16	2 786	1	1
0 16	1 361	1	1
0 16	2 463	1	1
0 16	1 497	1	1
0 16	3 784	1	1
0 16	2 898	1	1
0 16	2 38	1	1
0 16	3 419	1	1
0 17	0 478	1	1
0 17	0 839	1	1
0 17	0 216	1	1
0 17	0 915	1	1
0 17	1 816	1	1
0 17	2 947	1	1
0 17	2 180	1	1
0 17	1 6	1	1
0 17	1 558	1	1
0 17	2 917	1	1
0 17	2 301	1	1
0 17	1 374	1	1
0 17	2 767	1	1
0 17	1 870	1	1
0 17	3 46	1	1
0 17	1 291	1	1
0 17	2 313	1	1
0 18	0 865	1	1
0 18	0 162	1	1
0 18	0 319	1	1
0 18	2 598	1	1
0 18	1 570	1	1
0 18	3 843	1	1
0 18	2 676	1	1
0 18	3 714	1	1
0 18	3 32	1	1
0 18	1 524	1	1
0 18	2 34	1	1
0 18	2 917	1	1
0 18	1 80	1	1
0 18	3 189	1	1
0 18	3 980	1	1
0 18	3 976	1	1
0 18	1 201	1	1
0 19	0 665	1	1
0 19	0 747	1	1
0 19	0 47	1	1
0 19	0 998	1	1
0 19	0 639	1	1
0 19	0 153	1	1
0 19	2 395	1	1
0 19	3 569	1	1
0 19	3 41	1	1
0 19	3 593	1	1
0 19	2 415	1	1
0 19	1 855	1	1
0 19	2 338	1	1
0 19	2 865	1	1
0 19	3 549	1	1
0 19	2 653	1	1
0 19	1 953	1	1
0 20	0 124	1	1
0 20	0 173	1	1
0 20	0 174	1	1
0 20	0 296	1	1
0 20	0 708	1	1
0 20	1 201	1	1
0 20	2 535	1	1
0 20	2 531	1	1
0 20	1 463	1	1
0 20	1 61	1	1
0 20	2 661	1	1
0 20	1 594	1	1
0 20	1 758	1	1
0 20	1 901	1	1
0 20	3 47	1	1
0 20	2 474	1	1
0 20	1 276	1	1
0 21	0 957	1	1
0 21	0 455	1	1
0 21	0 934	1	1
0 21	2 314	1	1
0 21	2 657	1	1
0 21	1 962	1	1
0 21	2 521	1	1
0 21	1 324	1	1
0 21	1 229	1	1
0 21	2 382	1	1
0 21	2 637	1	1
0 21	3 516	1	1
0 21	2 354	1	1
0 21	2 424	1	1
0 21	2 414	1	1
0 21	2 525	1	1
0 21	1 492	1	1
0 22	0 87	1	1
0 22	0 251	1	1
0 22	0 31	1	1
0 22	0 20	1	1
0 22	0 512	1	1
0 22	0 802	1	1
0 22	3 438	1	1
0 22	3 594	1	1
0 22	1 84	1	1
0 22	3 780	1	1
0 22	1 789	1	1
0 22	1 384	1	1
0 22	3 657	1	1
0 22	1 474	1	1
0 22	3 593	1	1
0 22	3 386	1	1
0 22	2 383	1	1
0 23	0 342	1	1
0 23	0 819	1	1
0 23	0 218	1	1
0 23	2 265	1	1
0 23	3 432	1	1
0 23	3 413	1	1
0 23	3 159	1	1
0 23	2 731	1	1
0 23	2 979	1	1
0 23	2 62	1	1
0 23	1 374	1	1
0 23	1 60	1	1
0 23	2 39	1	1
0 23	3 311	1	1
0 23	1 478	1	1
0 23	2 934	1	1
0 23	3 533	1	1
0 24	0 495	1	1
0 24	0 798	1	1
0 24	0 726	1	1
0 24	0 461	1	1
0 24	0 661	1	1
0 24	0 477	1	1
0 24	0 491	1	1
0 24	3 925	1	1
0 24	2 476	1	1
0 24	1 720	1	1
0 24	2 944	1	1
0 24	3 699	1	1
0 24	2 405	1	1
0 24	2 212	1	1
0 24	1 305	1	1
0 24	1 405	1	1
0 24	3 150	1	1
0 25	0 951	1	1
0 25	0 452	1	1
0 25	0 257	1	1
0 25	0 541	1	1
0 25	0 704	1	1
0 25	2 928	1	1
0 25	1 712	1	1
0 25	1 555	1	1
0 25	2 673	1	1
0 25	2 392	1	1
0 25	2 35	1	1
0 25	2 74	1	1
0 25	3 57	1	1
0 25	3 513	1	1
0 25	3 391	1	1
0 25	1 280	1	1
0 25	3 857	1	1
0 26	2 789	1	1
0 26	3 910	1	1
0 26	1 477	1	1
0 26	1 647	1	1
0 26	1 837	1	1
0 26	2 351	1	1
0 26	2 16	1	1
0 26	3 797	1	1
0 26	3 362	1	1
0 26	1 52	1	1
0 26	2 296	1	1
0 26	2 214	1	1
0 26	3 876	1	1
0 26	2 35	1	1
0 26	1 43	1	1
0 26	1 972	1	1
0 26	1 520	1	1
0 27	0 373	1	1
0 27	0 988	1	1
0 27	0 333	1	1
0 27	0 233	1	1
0 27	0 636	1	1
0 27	0 399	1	1
0 27	1 886	1	1
0 27	1 894	1	1
0 27	1 521	1	1
0 27	3 761	1	1
0 27	3 342	1	1
0 27	2 720	1	1
0 27	2 377	1	1
0 27	1 116	1	1
0 27	1 661	1	1
0 27	3 833	1	1
0 27	1 928	1	1
0 28	0 848	1	1
0 28	0 184	1	1
0 28	0 344	1	1
0 28	0 816	1	1
0 28	1 340	1	1
0 28	2 918	1	1
0 28	3 906	1	1
0 28	1 931	1	1
0 28	3 875	1	1
0 28	3 81	1	1
0 28	1 576	1	1
0 28	1 960	1	1
0 28	2 160	1	1
0 28	3 719	1	1
0 28	3 634	1	1
0 28	3 329	1	1
0 28	3 694	1	1
0 29	0 610	1	1
0 29	0 340	1	1
0 29	0 61	1	1
0 29	0 998	1	1
0 29	0 31	1	1
0 29	3 703	1	1
0 29	1 747	1	1
0 29	1 842	1	1
0 29	2 93	1	1
0 29	1 558	1	1
0 29	1 807	1	1
0 29	1 380	1	1
0 29	2 182	1	1
0 29	2 396	1	1
0 29	1 723	1	1
0 29	3 164	1	1
0 29	3 854	1	1
0 30	0 392	1	1
0 30	0 574	1	1
0 30	0 131	1	1
0 30	0 358	1	1
0 30	0 700	1	1
0 30	0 486	1	1
0 30	1 40	1	1
0 30	1 749	1	1
0 30	2 899	1	1
0 30	2 930	1	1
0 30	2 531	1	1
0 30	1 574	1	1
0 30	1 761	1	1
0 30	3 3	1	1
0 30	1 955	1	1
0 30	3 501	1	1
0 30	2 299	1	1
0 31	0 557	1	1
0 31	0 184	1	1
0 31	2 864	1	1
0 31	3 568	1	1
0 31	2 865	1	1
0 31	3 249	1	1
0 31	1 916	1	1
0 31	2 813	1	1
0 31	1 682	1	1
0 31	1 920	1	1
0 31	3 440	1	1
0 31	3 176	1	1
0 31	2 415	1	1
0 31	1 66	1	1
0 31	1 407	1	1
0 31	3 459	1	1
0 31	3 833	1	1
0 32	0 957	1	1
0 32	0 947	1	1
0 32	0 633	1	1
0 32	0 320	1	1
0 32	3 841	1	1
0 32	1 338	1	1
0 32	3 739	1	1
0 32	1 154	1	1
0 32	2 930	1	1
0 32	2 42	1	1
0 32	3 47	1	1
0 32	1 212	1	1
0 32	3 285	1	1
0 32	1 976	1	1
0 32	2 367	1	1
0 32	2 344	1	1
0 32	3 850	1	1
0 33	0 813	1	1
0 33	0 461	1	1
0 33	0 792	1	1
0 33	0 886	1	1
0 33	0 326	1	1
0 33	2 548	1	1
0 33	2 75	1	1
0 33	3 610	1	1
0 33	3 87	1	1
0 33	2 934	1	1
0 33	2 199	1	1
0 33	3 450	1	1
0 33	1 894	1	1
0 33	2 671	1	1
0 33	1 969	1	1
0 33	3 504	1	1
0 33	1 874	1	1
0 34	0 805	1	1
0 34	0 182	1	1
0 34	0 862	1	1
0 34	0 502	1	1
0 34	0 422	1	1
0 34	2 15	1	1
0 34	1 571	1	1
0 34	1 355	1	1
0 34	2 900	1	1
0 34	3 663	1	1
0 34	2 108	1	1
0 34	1 73	1	1
0 34	2 339	1	1
0 34	2 398	1	1
0 34	1 361	1	1
0 34	3 96	1	1
0 34	1 669	1	1
0 35	0 905	1	1
0 35	0 328	1	1
0 35	0 640	1	1
0 35	0 137	1	1
0 35	0 963	1	1
0 35	2 285	1	1
0 35	2 228	1	1
0 35	3 116	1	1
0 35	3 211	1	1
0 35	3 977	1	1
0 35	2 922	1	1
0 35	2 253	1	1
0 35	2 279	1	1
0 35	3 935	1	1
0 35	3 663	1	1
0 35	3 327	1	1
0 35	2 60	1	1
0 36	0 712	1	1
0 36	0 824	1	1
0 36	3 18	1	1
0 36	1 997	1	1
0 36	3 933	1	1
0 36	2 112	1	1
0 36	2 77	1	1
0 36	3 116	1	1
0 36	3 767	1	1
0 36	2 63	1	1
0 36	1 848	1	1
0 36	3 481	1	1
0 36	2 348	1	1
0 36	1 896	1	1
0 36	3 471	1	1
0 36	3 664	1	1
0 36	3 511	1	1
0 37	0 831	1	1
0 37	0 695	1	1
0 37	0 628	1	1
0 37	0 527	1	1
0 37	0 704	1	1
0 37	2 179	1	1
0 37	1 61	1	1
0 37	2 42	1	1
0 37	3 530	1	1
0 37	1 992	1	1
0 37	3 704	1	1
0 37	2 913	1	1
0 37	2 441	1	1
0 37	1 964	1	1
0 37	1 103	1	1
0 37	1 861	1	1
0 37	1 834	1	1
0 38	0 996	1	1
0 38	0 565	1	1
0 38	0 752	1	1
0 38	0 667	1	1
0 38	0 787	1	1
0 38	0 273	1	1
0 38	0 535	1	1
0 38	2 371	1	1
0 38	3 451	1	1
0 38	2 152	1	1
0 38	2 23	1	1
0 38	3 561	1	1
0 38	1 104	1	1
0 38	3 754	1	1
0 38	2 202	1	1
0 38	3 95	1	1
0 38	1 339	1	1
0 39	0 922	1	1
0 39	0 804	1	1
0 39	2 321	1	1
0 39	2 550	1	1
0 39	2 718	1	1
0 39	2 70	1	1
0 39	3 343	1	1
0 39	1 796	1	1
0 39	2 63	1	1
0 39	3 353	1	1
0 39	3 313	1	1
0 39	1 485	1	1
0 39	2 482	1	1
0 39	3 768	1	1
0 39	1 426	1	1
0 39	2 320	1	1
0 39	3 665	1	1
0 40	0 444	1	1
0 40	0 816	1	1
0 40	0 575	1	1
0 40	0 673	1	1
0 40	0 301	1	1
0 40	1 277	1	1
0 40	3 366	1	1
0 40	3 519	1	1
0 40	3 411	1	1
0 40	1 329	1	1
0 40	3 16	1	1
0 40	1 710	1	1
0 40	1 303	1	1
0 40	2 894	1	1
0 40	3 441	1	1
0 40	3 780	1	1
0 40	2 770	1	1
0 41	0 31	1	1
0 41	0 530	1	1
0 41	0 619	1	1
0 41	0 332	1	1
0 41	1 703	1	1
0 41	3 97	1	1
0 41	3 57	1	1
0 41	3 793	1	1
0 41	2 427	1	1
0 41	1 335	1	1
0 41	1 797	1	1
0 41	2 298	1	1
0 41	1 865	1	1
0 41	2 357	1	1
0 41	3 210	1	1
0 41	3 105	1	1
0 41	1 401	1	1
0 42	0 252	1	1
0 42	0 539	1	1
0 42	0 242	1	1
0 42	3 265	1	1
0 42	3 411	1	1
0 42	2 49	1	1
0 42	3 308	1	1
0 42	1 920	1	1
0 42	2 673	1	1
0 42	2 968	1	1
0 42	3 606	1	1
0 42	1 358	1	1
0 42	1 838	1	1
0 42	2 347	1	1
0 42	2 243	1	1
0 42	2 727	1	1
0 42	1 999	1	1
0 43	0 406	1	1
0 43	0 493	1	1
0 43	0 437	1	1
0 43	0 216	1	1
0 43	3 840	1	1
0 43	2 146	1	1
0 43	1 345	1	1
0 43	2 917	1	1
0 43	2 494	1	1
0 43	3 685	1	1
0 43	1 68	1	1
0 43	1 418	1	1
0 43	1 363	1	1
0 43	1 406	1	1
0 43	2 133	1	1
0 43	3 891	1	1
0 43	3 537	1	1
0 44	0 770	1	1
0 44	0 789	1	1
0 44	1 244	1	1
0 44	2 179	1	1
0 44	2 285	1	1
0 44	1 758	1	1
0 44	3 957	1	1
0 44	3 416	1	1
0 44	1 294	1	1
0 44	2 656	1	1
0 44	2 207	1	1
0 44	1 142	1	1
0 44	1 541	1	1
0 44	2 581	1	1
0 44	1 34	1	1
0 44	1 337	1	1
0 44	1 494	1	1
0 45	0 694	1	1
0 45	0 753	1	1
0 45	0 813	1	1
0 45	0 677	1	1
0 45	2 890	1	1
0 45	1 91	1	1
0 45	1 504	1	1
0 45	2 339	1	1
0 45	2 792	1	1
0 45	1 275	1	1
0 45	2 212	1	1
0 45	2 827	1	1
0 45	1 343	1	1
0 45	2 796	1	1
0 45	1 943	1	1
0 45	3 660	1	1
0 45	1 560	1	1
0 46	0 750	1	1
0 46	0 617	1	1
0 46	0 687	1	1
0 46	0 552	1	1
0 46	0 735	1	1
0 46	3 26	1	1
0 46	3 316	1	1
0 46	2 929	1	1
0 46	2 946	1	1
0 46	3 999	1	1
0 46	2 216	1	1
0 46	1 553	1	1
0 46	2 936	1	1
0 46	3 323	1	1
0 46	2 612	1	1
0 46	1 711	1	1
0 46	1 974	1	1
0 47	0 60	1	1
0 47	0 680	1	1
0 47	0 153	1	1
0 47	0 843	1	1
0 47	2 969	1	1
0 47	1 519	1	1
0 47	3 441	1	1
0 47	2 40	1	1
0 47	1 146	1	1
0 47	2 549	1	1
0 47	2 472	1	1
0 47	3 573	1	1
0 47	1 795	1	1
0 47	1 858	1	1
0 47	1 97	1	1
0 47	1 594	1	1
0 47	3 194	1	1
0 48	0 24	1	1
0 48	0 262	1	1
0 48	1 127	1	1
0 48	3 749	1	1
0 48	2 340	1	1
0 48	3 453	1	1
0 48	3 525	1	1
0 48	1 781	1	1
0 48	3 651	1	1
0 48	1 450	1	1
0 48	3 952	1	1
0 48	1 179	1	1
0 48	3 49	1	1
0 48	1 955	1	1
0 48	1 686	1	1
0 48	1 74	1	1
0 48	3 557	1	1
0 49	0 313	1	1
0 49	0 971	1	1
0 49	0 893	1	1
0 49	3 524	1	1
0 49	2 485	1	1
0 49	2 227	1	1
0 49	3 279	1	1
0 49	3 808	1	1
0 49	1 825	1	1
0 49	3 775	1	1
0 49	3 238	1	1
0 49	1 736	1	1
0 49	3 426	1	1
0 49	1 588	1	1
0 49	2 599	1	1
0 49	2 596	1	1
0 49	3 938	1	1
0 50	0 769	1	1
0 50	0 594	1	1
0 50	0 40	1	1
0 50	0 206	1	1
0 50	1 974	1	1
0 50	1 101	1	1
0 50	1 843	1	1
0 50	1 241	1	1
0 50	3 24	1	1
0 50	2 525	1	1
0 50	2 741	1	1
0 50	2 140	1	1
0 50	1 889	1	1
0 50	1 103	1	1
0 50	3 948	1	1
0 50	1 864	1	1
0 50	1 56	1	1
0 51	0 539	1	1
0 51	0 650	1	1
0 51	0 973	1	1
0 51	0 965	1	1
0 51	1 610	1	1
0 51	3 350	1	1
0 51	2 572	1	1
0 51	3 555	1	1
0 51	1 173	1	1
0 51	2 686	1	1
0 51	2 446	1	1
0 51	2 843	1	1
0 51	3 721	1	1
0 51	3 333	1	1
0 51	1 228	1	1
0 51	1 685	1	1
0 51	2 299	1	1
0 52	0 33	1	1
0 52	0 404	1	1
0 52	1 892	1	1
0 52	2 506	1	1
0 52	1 939	1	1
0 52	2 41	1	1
0 52	3 582	1	1
0 52	1 916	1	1
0 52	3 580	1	1
0 52	1 107	1	1
0 52	3 573	1	1
0 52	3 346	1	1
0 52	2 513	1	1
0 52	1 463	1	1
0 52	1 24	1	1
0 52	1 362	1	1
0 52	2 978	1	1
0 53	0 298	1	1
0 53	0 353	1	1
0 53	3 12	1	1
0 53	2 84	1	1
0 53	3 250	1	1
0 53	1 784	1	1
0 53	1 464	1	1
0 53	1 552	1	1
0 53	2 390	1	1
0 53	3 254	1	1
0 53	1 677	1	1
0 53	2 369	1	1
0 53	3 573	1	1
0 53	1 119	1	1
0 53	3 753	1	1
0 53	2 47	1	1
0 53	2 885	1	1
0 54	0 640	1	1
0 54	0 459	1	1
0 54	0 415	1	1
0 54	0 107	1	1
0 54	2 789	1	1
0 54	3 932	1	1
0 54	1 12	1	1
0 54	2 467	1	1
0 54	2 160	1	1
0 54	2 751	1	1
0 54	3 423	1	1
0 54	2 763	1	1
0 54	3 343	1	1
0 54	3 997	1	1
0 54	2 978	1	1
0 54	2 91	1	1
0 54	3 292	1	1
0 55	0 89	1	1
0 55	0 876	1	1
0 55	0 929	1	1
0 55	0 549	1	1
0 55	0 561	1	1
0 55	2 637	1	1
0 55	2 855	1	1
0 55	2 703	1	1
0 55	1 44	1	1
0 55	1 17	1	1
0 55	1 463	1	1
0 55	1 18	1	1
0 55	1 35	1	1
0 55	1 107	1	1
0 55	3 280	1	1
0 55	3 171	1	1
0 55	3 179	1	1
0 56	0 764	1	1
0 56	0 867	1	1
0 56	0 379	1	1
0 56	0 274	1	1
0 56	3 953	1	1
0 56	2 573	1	1
0 56	3 472	1	1
0 56	1 86	1	1
0 56	1 121	1	1
0 56	3 917	1	1
0 56	2 353	1	1
0 56	3 68	1	1
0 56	3 872	1	1
0 56	1 661	1	1
0 56	1 551	1	1
0 56	3 309	1	1
0 56	3 87	1	1
0 57	0 880	1	1
0 57	1 91	1	1
0 57	1 612	1	1
0 57	1 118	1	1
0 57	1 925	1	1
0 57	1 781	1	1
0 57	3 493	1	1
0 57	1 678	1	1
0 57	3 712	1	1
0 57	3 619	1	1
0 57	2 192	1	1
0 57	2 448	1	1
0 57	1 55	1	1
0 57	1 938	1	1
0 57	2 173	1	1
0 57	3 494	1	1
0 57	1 751	1	1
0 58	0 120	1	1
0 58	0 756	1	1
0 58	3 690	1	1
0 58	3 723	1	1
0 58	3 644	1	1
0 58	3 657	1	1
0 58	1 418	1	1
0 58	2 661	1	1
0 58	1 235	1	1
0 58	2 868	1	1
0 58	1 359	1	1
0 58	1 47	1	1
0 58	1 451	1	1
0 58	3 725	1	1
0 58	1 875	1	1
0 58	1 901	1	1
0 58	1 953	1	1
0 59	0 539	1	1
0 59	0 963	1	1
0 59	0 400	1	1
0 59	0 7	1	1
0 59	0 499	1	1
0 59	2 700	1	1
0 59	3 134	1	1
0 59	2 851	1	1
0 59	1 211	1	1
0 59	1 150	1	1
0 59	3 574	1	1
0 59	2 744	1	1
0 59	2 986	1	1
0 59	3 616	1	1
0 59	2 771	1	1
0 59	2 37	1	1
0 59	1 25	1	1
0 60	0 201	1	1
0 60	0 841	1	1
0 60	0 345	1	1
0 60	0 240	1	1
0 60	1 990	1	1
0 60	2 36	1	1
0 60	2 905	1	1
0 60	3 238	1	1
0 60	1 769	1	1
0 60	2 268	1	1
0 60	2 350	1	1
0 60	3 556	1	1
0 60	1 536	1	1
0 60	3 374	1	1
0 60	1 645	1	1
0 60	2 395	1	1
0 60	3 299	1	1
0 61	0 378	1	1
0 61	0 714	1	1
0 61	0 232	1	1
0 61	0 198	1	1
0 61	0 197	1	1
0 61	3 609	1	1
0 61	1 478	1	1
0 61	2 92	1	1
0 61	3 51	1	1
0 61	2 318	1	1
0 61	3 578	1	1
0 61	3 551	1	1
0 61	2 610	1	1
0 61	1 372	1	1
0 61	1 505	1	1
0 61	2 594	1	1
0 61	2 322	1	1
0 62	0 258	1	1
0 62	1 997	1	1
0 62	2 626	1	1
0 62	1 953	1	1
0 62	1 1	1	1
0 62	1 466	1	1
0 62	2 444	1	1
0 62	3 625	1	1
0 62	2 27	1	1
0 62	2 1	1	1
0 62	1 367	1	1
0 62	2 302	1	1
0 62	3 11	1	1
0 62	2 177	1	1
0 62	1 459	1	1
0 62	3 418	1	1
0 62	2 608	1	1
0 63	0 519	1	1
0 63	0 112	1	1
0 63	0 109	1	1
0 63	1 681	1	1
0 63	1 875	1	1
0 63	1 536	1	1
0 63	3 341	1	1
0 63	2 881	1	1
0 63	2 773	1	1
0 63	1 257	1	1
0 63	1 378	1	1
0 63	3 74	1	1
0 63	3 363	1	1
0 63	3 285	1	1
0 63	1 299	1	1
0 63	1 139	1	1
0 63	3 914	1	1
0 64	0 405	1	1
0 64	2 30	1	1
0 64	1 388	1	1
0 64	3 755	1	1
0 64	2 139	1	1
0 64	1 565	1	1
0 64	1 259	1	1
0 64	2 26	1	1
0 64	2 265	1	1
0 64	2 482	1	1
0 64	2 595	1	1
0 64	1 780	1	1
0 64	3 400	1	1
0 64	3 825	1	1
0 64	2 58	1	1
0 64	3 638	1	1
0 64	1 341	1	1
0 65	0 217	1	1
0 65	0 564	1	1
0 65	0 617	1	1
0 65	0 631	1	1
0 65	0 263	1	1
0 65	3 158	1	1
0 65	2 483	1	1
0 65	3 848	1	1
0 65	1 894	1	1
0 65	3 341	1	1
0 65	3 42	1	1
0 65	1 143	1	1
0 65	2 204	1	1
0 65	1 363	1	1
0 65	3 755	1	1
0 65	1 654	1	1
0 65	1 270	1	1
0 66	0 946	1	1
0 66	3 905	1	1
0 66	2 1	1	1
0 66	3 405	1	1
0 66	1 240	1	1
0 66	1 749	1	1
0 66	3 618	1	1
0 66	3 484	1	1
0 66	1 419	1	1
0 66	1 550	1	1
0 66	3 485	1	1
0 66	3 88	1	1
0 66	3 265	1	1
0 66	3 801	1	1
0 66	3 417	1	1
0 66	3 721	1	1
0 66	2 848	1	1
0 67	0 30	1	1
0 67	0 894	1	1
0 67	0 583	1	1
0 67	2 234	1	1
0 67	3 588	1	1
0 67	3 846	1	1
0 67	2 960	1	1
0 67	2 931	1	1
0 67	3 959	1	1
0 67	2 429	1	1
0 67	2 338	1	1
0 67	3 144	1	1
0 67	2 119	1	1
0 67	2 765	1	1
0 67	3 841	1	1
0 67	1 288	1	1
0 67	3 600	1	1
0 68	0 669	1	1
0 68	0 252	1	1
0 68	0 488	1	1
0 68	0 314	1	1
0 68	0 292	1	1
0 68	0 254	1	1
0 68	3 869	1	1
0 68	3 594	1	1
0 68	2 220	1	1
0 68	2 444	1	1
0 68	1 756	1	1
0 68	2 480	1	1
0 68	3 936	1	1
