# Total number neurons: 20000
# Local number neurons: 5000
# Number MPI ranks: 4
# Current simulation step: 2002
# <target rank> <target neuron id>	<source rank> <source neuron id>	<weight>	<plastic>
0 1011	1 19	1	1
0 1248	1 19	1	1
2 4581	1 19	1	1
3 3216	1 19	1	1
1 4366	1 20	1	1
1 1096	1 20	1	1
0 4375	1 20	1	1
2 1831	1 20	1	1
3 855	1 20	1	1
3 4573	1 20	1	1
1 698	1 21	1	1
1 2217	1 21	1	1
0 388	1 21	1	1
0 3590	1 21	1	1
3 979	1 21	1	1
3 2109	1 21	1	1
1 30	1 22	1	1
1 1614	1 22	1	1
0 4507	1 22	1	1
0 11	1 22	1	1
2 357	1 22	1	1
2 4223	1 22	1	1
1 4707	1 23	1	1
0 3277	1 23	1	1
0 3370	1 23	1	1
2 1580	1 23	1	1
3 2832	1 23	1	1
2 3516	1 23	1	1
1 1819	1 24	1	1
1 3886	1 24	1	1
0 586	1 24	1	1
3 1262	1 24	1	1
3 3133	1 24	1	1
3 4759	1 24	1	1
1 2715	1 25	1	1
1 2064	1 25	1	1
1 4787	1 25	1	1
1 1965	1 25	1	1
2 4449	1 25	1	1
3 4755	1 25	1	1
1 2159	1 26	1	1
1 3764	1 26	1	1
0 211	1 26	1	1
3 2101	1 26	1	1
3 3884	1 26	1	1
3 755	1 26	1	1
1 288	1 27	1	1
1 2277	1 27	1	1
0 3457	1 27	1	1
0 3309	1 27	1	1
3 4798	1 27	1	1
3 913	1 27	1	1
1 2206	1 28	1	1
1 2424	1 28	1	1
0 884	1 28	1	1
0 2505	1 28	1	1
0 4779	1 28	1	1
3 4936	1 28	1	1
1 4964	1 29	1	1
1 3850	1 29	1	1
0 2635	1 29	1	1
2 134	1 29	1	1
2 1694	1 29	1	1
2 1222	1 29	1	1
0 4727	1 30	1	1
0 4179	1 30	1	1
0 4077	1 30	1	1
3 730	1 30	1	1
3 3489	1 30	1	1
0 2391	1 30	1	1
1 597	1 31	1	1
2 3315	1 31	1	1
2 2298	1 31	1	1
3 1943	1 31	1	1
2 342	1 31	1	1
0 2456	1 31	1	1
0 3368	1 32	1	1
2 4823	1 32	1	1
2 3438	1 32	1	1
3 85	1 32	1	1
3 2159	1 32	1	1
3 2387	1 32	1	1
1 729	1 33	1	1
1 3242	1 33	1	1
3 808	1 33	1	1
3 4088	1 33	1	1
3 1767	1 33	1	1
3 3907	1 33	1	1
1 2182	1 34	1	1
1 4267	1 34	1	1
1 1330	1 34	1	1
2 27	1 34	1	1
2 3019	1 34	1	1
3 2205	1 34	1	1
0 2237	1 35	1	1
0 2919	1 35	1	1
2 3028	1 35	1	1
2 162	1 35	1	1
3 4475	1 35	1	1
2 285	1 35	1	1
1 942	1 36	1	1
1 2653	1 36	1	1
0 671	1 36	1	1
2 687	1 36	1	1
2 4664	1 36	1	1
2 3529	1 36	1	1
1 3723	1 37	1	1
0 1600	1 37	1	1
0 3087	1 37	1	1
2 3625	1 37	1	1
3 3651	1 37	1	1
3 983	1 37	1	1
1 4274	1 38	1	1
1 727	1 38	1	1
1 531	1 38	1	1
0 1000	1 38	1	1
0 3388	1 38	1	1
3 3880	1 38	1	1
1 434	1 39	1	1
1 4585	1 39	1	1
0 2391	1 39	1	1
0 4735	1 39	1	1
3 1465	1 39	1	1
3 1205	1 39	1	1
1 2687	1 40	1	1
1 1461	1 40	1	1
1 928	1 40	1	1
2 895	1 40	1	1
2 4256	1 40	1	1
3 4692	1 40	1	1
1 4875	1 41	1	1
0 4916	1 41	1	1
0 2488	1 41	1	1
3 2027	1 41	1	1
3 4152	1 41	1	1
3 1233	1 41	1	1
1 4796	1 42	1	1
1 2830	1 42	1	1
1 1739	1 42	1	1
1 3797	1 42	1	1
2 2163	1 42	1	1
3 1169	1 42	1	1
1 3071	1 43	1	1
1 84	1 43	1	1
0 3459	1 43	1	1
0 463	1 43	1	1
0 4592	1 43	1	1
2 4779	1 43	1	1
1 3520	1 44	1	1
0 1160	1 44	1	1
0 1384	1 44	1	1
2 4441	1 44	1	1
3 4313	1 44	1	1
3 4259	1 44	1	1
1 3362	1 45	1	1
1 3766	1 45	1	1
0 494	1 45	1	1
2 4381	1 45	1	1
3 3997	1 45	1	1
3 4605	1 45	1	1
1 712	1 46	1	1
1 3675	1 46	1	1
0 47	1 46	1	1
3 3181	1 46	1	1
2 2860	1 46	1	1
3 1852	1 46	1	1
1 1965	1 47	1	1
2 2468	1 47	1	1
2 894	1 47	1	1
2 4561	1 47	1	1
2 244	1 47	1	1
3 2769	1 47	1	1
0 3725	1 48	1	1
0 2395	1 48	1	1
2 3083	1 48	1	1
2 1328	1 48	1	1
2 3623	1 48	1	1
0 1631	1 48	1	1
1 3082	1 49	1	1
1 756	1 49	1	1
2 1692	1 49	1	1
3 1497	1 49	1	1
3 2565	1 49	1	1
2 4835	1 49	1	1
1 1147	1 50	1	1
0 4994	1 50	1	1
0 2084	1 50	1	1
2 456	1 50	1	1
2 981	1 50	1	1
3 3668	1 50	1	1
1 4149	1 51	1	1
1 1201	1 51	1	1
0 2131	1 51	1	1
2 1460	1 51	1	1
2 4975	1 51	1	1
0 3246	1 51	1	1
1 404	1 52	1	1
0 1069	1 52	1	1
2 1183	1 52	1	1
2 3483	1 52	1	1
3 2781	1 52	1	1
3 3218	1 52	1	1
1 259	1 53	1	1
0 4364	1 53	1	1
0 743	1 53	1	1
0 3828	1 53	1	1
2 3173	1 53	1	1
3 2584	1 53	1	1
1 3662	1 54	1	1
0 2626	1 54	1	1
2 2110	1 54	1	1
2 96	1 54	1	1
3 3672	1 54	1	1
3 1731	1 54	1	1
0 2933	1 55	1	1
2 4984	1 55	1	1
2 4812	1 55	1	1
3 1599	1 55	1	1
3 3110	1 55	1	1
2 4074	1 55	1	1
1 3517	1 56	1	1
0 1031	1 56	1	1
0 3748	1 56	1	1
0 4605	1 56	1	1
3 296	1 56	1	1
2 2159	1 56	1	1
1 3422	1 57	1	1
0 983	1 57	1	1
2 1116	1 57	1	1
2 2993	1 57	1	1
2 4855	1 57	1	1
3 2165	1 57	1	1
1 4243	1 58	1	1
1 4447	1 58	1	1
0 3531	1 58	1	1
2 1435	1 58	1	1
3 1116	1 58	1	1
3 1108	1 58	1	1
1 1798	1 59	1	1
0 810	1 59	1	1
0 495	1 59	1	1
2 1660	1 59	1	1
3 2247	1 59	1	1
3 2790	1 59	1	1
1 936	1 60	1	1
1 2537	1 60	1	1
1 3092	1 60	1	1
2 4088	1 60	1	1
2 3368	1 60	1	1
3 4797	1 60	1	1
1 2879	1 61	1	1
1 3332	1 61	1	1
1 3115	1 61	1	1
1 1991	1 61	1	1
2 860	1 61	1	1
3 1296	1 61	1	1
1 3419	1 62	1	1
1 897	1 62	1	1
1 4916	1 62	1	1
2 262	1 62	1	1
3 3	1 62	1	1
3 3471	1 62	1	1
1 4306	1 63	1	1
0 743	1 63	1	1
2 4266	1 63	1	1
2 2799	1 63	1	1
3 4419	1 63	1	1
3 2229	1 63	1	1
1 4897	1 64	1	1
0 3868	1 64	1	1
0 4844	1 64	1	1
0 3021	1 64	1	1
2 3042	1 64	1	1
2 2961	1 64	1	1
1 3577	1 65	1	1
1 3726	1 65	1	1
1 57	1 65	1	1
0 4819	1 65	1	1
0 4857	1 65	1	1
2 1873	1 65	1	1
1 4493	1 66	1	1
1 549	1 66	1	1
0 2460	1 66	1	1
2 4093	1 66	1	1
2 2493	1 66	1	1
3 4342	1 66	1	1
1 4374	1 67	1	1
1 179	1 67	1	1
0 1648	1 67	1	1
0 4234	1 67	1	1
2 2666	1 67	1	1
3 4472	1 67	1	1
1 4595	1 68	1	1
1 1445	1 68	1	1
2 3398	1 68	1	1
3 196	1 68	1	1
3 3267	1 68	1	1
3 540	1 68	1	1
2 4674	1 69	1	1
3 4297	1 69	1	1
3 2956	1 69	1	1
3 320	1 69	1	1
2 1654	1 69	1	1
0 4692	1 69	1	1
1 4484	1 70	1	1
0 3073	1 70	1	1
0 1563	1 70	1	1
0 3267	1 70	1	1
0 2985	1 70	1	1
2 789	1 70	1	1
1 1990	1 71	1	1
1 1521	1 71	1	1
0 1300	1 71	1	1
3 4535	1 71	1	1
3 3306	1 71	1	1
3 1566	1 71	1	1
0 3350	1 72	1	1
0 3869	1 72	1	1
0 1584	1 72	1	1
2 22	1 72	1	1
2 4737	1 72	1	1
3 1150	1 72	1	1
1 4528	1 73	1	1
0 124	1 73	1	1
2 3872	1 73	1	1
2 1468	1 73	1	1
2 3068	1 73	1	1
3 749	1 73	1	1
1 3988	1 74	1	1
1 1908	1 74	1	1
0 3831	1 74	1	1
2 1139	1 74	1	1
3 4010	1 74	1	1
3 455	1 74	1	1
1 4809	1 75	1	1
1 776	1 75	1	1
1 547	1 75	1	1
0 369	1 75	1	1
2 3513	1 75	1	1
2 2823	1 75	1	1
1 3924	1 76	1	1
0 2425	1 76	1	1
2 2493	1 76	1	1
2 2639	1 76	1	1
3 2187	1 76	1	1
3 183	1 76	1	1
0 1495	1 77	1	1
0 3133	1 77	1	1
0 2368	1 77	1	1
2 4396	1 77	1	1
3 714	1 77	1	1
3 4921	1 77	1	1
1 852	1 78	1	1
1 612	1 78	1	1
1 4139	1 78	1	1
1 4149	1 78	1	1
0 1936	1 78	1	1
3 3234	1 78	1	1
1 139	1 79	1	1
2 4538	1 79	1	1
3 1104	1 79	1	1
3 1725	1 79	1	1
2 2525	1 79	1	1
2 1094	1 79	1	1
1 3803	1 80	1	1
1 4288	1 80	1	1
0 1446	1 80	1	1
2 3291	1 80	1	1
2 4583	1 80	1	1
2 3814	1 80	1	1
1 3491	1 81	1	1
2 1698	1 81	1	1
2 3315	1 81	1	1
2 4629	1 81	1	1
2 2382	1 81	1	1
3 4039	1 81	1	1
0 4769	1 82	1	1
0 561	1 82	1	1
2 796	1 82	1	1
2 1181	1 82	1	1
3 681	1 82	1	1
3 4332	1 82	1	1
1 4230	1 83	1	1
1 1591	1 83	1	1
1 2058	1 83	1	1
0 300	1 83	1	1
2 4865	1 83	1	1
3 4912	1 83	1	1
1 469	1 84	1	1
1 3072	1 84	1	1
1 2750	1 84	1	1
2 1600	1 84	1	1
2 1992	1 84	1	1
3 3912	1 84	1	1
1 194	1 85	1	1
0 4112	1 85	1	1
2 447	1 85	1	1
3 4871	1 85	1	1
3 1777	1 85	1	1
2 882	1 85	1	1
0 4095	1 86	1	1
2 3995	1 86	1	1
2 1700	1 86	1	1
3 3271	1 86	1	1
3 2884	1 86	1	1
3 2637	1 86	1	1
1 2956	1 87	1	1
0 24	1 87	1	1
0 905	1 87	1	1
2 959	1 87	1	1
2 3746	1 87	1	1
3 1799	1 87	1	1
1 4546	1 88	1	1
1 2500	1 88	1	1
1 2032	1 88	1	1
1 3280	1 88	1	1
2 3958	1 88	1	1
3 4247	1 88	1	1
1 3314	1 89	1	1
1 2776	1 89	1	1
1 1253	1 89	1	1
2 3429	1 89	1	1
2 3612	1 89	1	1
2 756	1 89	1	1
1 3583	1 90	1	1
1 2239	1 90	1	1
2 4626	1 90	1	1
2 2589	1 90	1	1
3 3768	1 90	1	1
0 498	1 90	1	1
0 2358	1 91	1	1
2 411	1 91	1	1
2 4099	1 91	1	1
2 3495	1 91	1	1
0 1016	1 91	1	1
2 519	1 91	1	1
0 255	1 92	1	1
0 152	1 92	1	1
2 729	1 92	1	1
2 778	1 92	1	1
2 673	1 92	1	1
3 3571	1 92	1	1
1 3501	1 93	1	1
1 1665	1 93	1	1
1 382	1 93	1	1
1 4824	1 93	1	1
2 1320	1 93	1	1
3 1211	1 93	1	1
1 2899	1 94	1	1
0 1893	1 94	1	1
0 852	1 94	1	1
3 4750	1 94	1	1
3 29	1 94	1	1
3 952	1 94	1	1
0 1096	1 95	1	1
0 1671	1 95	1	1
2 3536	1 95	1	1
3 3326	1 95	1	1
3 4658	1 95	1	1
2 4671	1 95	1	1
1 403	1 96	1	1
0 3883	1 96	1	1
0 1927	1 96	1	1
3 1524	1 96	1	1
0 3754	1 96	1	1
0 1903	1 96	1	1
1 3338	1 97	1	1
1 4866	1 97	1	1
0 4824	1 97	1	1
2 1314	1 97	1	1
2 3472	1 97	1	1
3 3516	1 97	1	1
1 2379	1 98	1	1
1 1878	1 98	1	1
0 2517	1 98	1	1
2 841	1 98	1	1
3 2926	1 98	1	1
2 366	1 98	1	1
1 270	1 99	1	1
1 4689	1 99	1	1
1 2391	1 99	1	1
2 2848	1 99	1	1
3 167	1 99	1	1
3 59	1 99	1	1
1 58	1 100	1	1
0 2915	1 100	1	1
2 631	1 100	1	1
3 3367	1 100	1	1
3 4114	1 100	1	1
2 3817	1 100	1	1
1 2571	1 101	1	1
1 4065	1 101	1	1
1 2613	1 101	1	1
0 1757	1 101	1	1
3 2879	1 101	1	1
3 4818	1 101	1	1
0 377	1 102	1	1
0 3416	1 102	1	1
2 568	1 102	1	1
3 4532	1 102	1	1
3 3490	1 102	1	1
3 1892	1 102	1	1
0 2478	1 103	1	1
2 4995	1 103	1	1
2 400	1 103	1	1
2 4697	1 103	1	1
3 4215	1 103	1	1
2 4102	1 103	1	1
1 1792	1 104	1	1
2 4412	1 104	1	1
3 4868	1 104	1	1
3 336	1 104	1	1
3 4523	1 104	1	1
3 2448	1 104	1	1
1 581	1 105	1	1
0 2273	1 105	1	1
2 3556	1 105	1	1
3 599	1 105	1	1
3 2539	1 105	1	1
3 1383	1 105	1	1
1 3480	1 106	1	1
2 4848	1 106	1	1
2 1088	1 106	1	1
2 1168	1 106	1	1
3 4854	1 106	1	1
2 2557	1 106	1	1
1 4094	1 107	1	1
1 1765	1 107	1	1
0 1134	1 107	1	1
2 4516	1 107	1	1
2 4676	1 107	1	1
3 1658	1 107	1	1
1 3333	1 108	1	1
2 2128	1 108	1	1
2 4113	1 108	1	1
3 4047	1 108	1	1
3 2293	1 108	1	1
3 4349	1 108	1	1
1 4931	1 109	1	1
1 4108	1 109	1	1
0 127	1 109	1	1
2 1570	1 109	1	1
2 3295	1 109	1	1
3 1270	1 109	1	1
1 2968	1 110	1	1
2 829	1 110	1	1
3 4751	1 110	1	1
3 1264	1 110	1	1
3 4513	1 110	1	1
2 3478	1 110	1	1
1 3609	1 111	1	1
1 464	1 111	1	1
0 3390	1 111	1	1
3 4112	1 111	1	1
0 3837	1 111	1	1
3 1355	1 111	1	1
1 159	1 112	1	1
1 4235	1 112	1	1
0 4760	1 112	1	1
0 121	1 112	1	1
2 437	1 112	1	1
2 2569	1 112	1	1
1 2113	1 113	1	1
1 57	1 113	1	1
0 1916	1 113	1	1
3 4463	1 113	1	1
3 2711	1 113	1	1
2 3418	1 113	1	1
1 327	1 114	1	1
0 4522	1 114	1	1
2 3242	1 114	1	1
3 2176	1 114	1	1
3 2401	1 114	1	1
2 4078	1 114	1	1
1 3026	1 115	1	1
2 2175	1 115	1	1
3 3705	1 115	1	1
3 2919	1 115	1	1
3 3532	1 115	1	1
3 4588	1 115	1	1
0 62	1 116	1	1
0 2414	1 116	1	1
0 452	1 116	1	1
2 2442	1 116	1	1
2 699	1 116	1	1
3 3886	1 116	1	1
1 3914	1 117	1	1
0 2065	1 117	1	1
0 3317	1 117	1	1
3 3636	1 117	1	1
3 810	1 117	1	1
0 8	1 117	1	1
1 903	1 118	1	1
1 871	1 118	1	1
0 1602	1 118	1	1
0 4023	1 118	1	1
2 229	1 118	1	1
3 2573	1 118	1	1
1 2875	1 119	1	1
1 2904	1 119	1	1
1 3441	1 119	1	1
0 3214	1 119	1	1
3 4043	1 119	1	1
0 899	1 119	1	1
1 1341	1 120	1	1
2 3848	1 120	1	1
3 1654	1 120	1	1
3 3534	1 120	1	1
3 4762	1 120	1	1
3 4966	1 120	1	1
1 2825	1 121	1	1
1 4929	1 121	1	1
1 4755	1 121	1	1
2 827	1 121	1	1
2 3026	1 121	1	1
3 4525	1 121	1	1
1 1077	1 122	1	1
0 946	1 122	1	1
0 3636	1 122	1	1
2 223	1 122	1	1
3 3434	1 122	1	1
3 4612	1 122	1	1
1 3800	1 123	1	1
1 1764	1 123	1	1
1 1275	1 123	1	1
2 2313	1 123	1	1
3 4623	1 123	1	1
3 643	1 123	1	1
1 4742	1 124	1	1
1 526	1 124	1	1
2 2881	1 124	1	1
3 1796	1 124	1	1
2 849	1 124	1	1
3 1974	1 124	1	1
1 306	1 125	1	1
0 1455	1 125	1	1
2 3018	1 125	1	1
2 2853	1 125	1	1
2 3410	1 125	1	1
3 1258	1 125	1	1
1 4059	1 126	1	1
1 4152	1 126	1	1
1 1588	1 126	1	1
2 1792	1 126	1	1
2 1779	1 126	1	1
3 3848	1 126	1	1
0 4797	1 127	1	1
0 2511	1 127	1	1
0 180	1 127	1	1
2 4073	1 127	1	1
2 534	1 127	1	1
3 4442	1 127	1	1
0 1063	1 128	1	1
0 2035	1 128	1	1
2 4037	1 128	1	1
2 248	1 128	1	1
3 999	1 128	1	1
0 2445	1 128	1	1
0 4336	1 129	1	1
0 4135	1 129	1	1
2 308	1 129	1	1
3 2092	1 129	1	1
3 3177	1 129	1	1
0 3374	1 129	1	1
1 3431	1 130	1	1
1 2005	1 130	1	1
0 1672	1 130	1	1
0 600	1 130	1	1
2 982	1 130	1	1
2 2478	1 130	1	1
1 127	1 131	1	1
1 2983	1 131	1	1
0 1240	1 131	1	1
2 1349	1 131	1	1
2 181	1 131	1	1
3 1841	1 131	1	1
1 4966	1 132	1	1
1 2757	1 132	1	1
0 4242	1 132	1	1
0 4531	1 132	1	1
3 3666	1 132	1	1
0 3731	1 132	1	1
1 2337	1 133	1	1
1 4375	1 133	1	1
2 370	1 133	1	1
3 3064	1 133	1	1
3 1413	1 133	1	1
3 4568	1 133	1	1
1 4326	1 134	1	1
0 3733	1 134	1	1
0 4830	1 134	1	1
2 1501	1 134	1	1
2 2960	1 134	1	1
3 1400	1 134	1	1
1 4819	1 135	1	1
1 2041	1 135	1	1
0 1664	1 135	1	1
2 4705	1 135	1	1
2 4942	1 135	1	1
0 3306	1 135	1	1
1 1483	1 136	1	1
2 1409	1 136	1	1
3 4819	1 136	1	1
3 3110	1 136	1	1
3 3569	1 136	1	1
3 1456	1 136	1	1
1 1093	1 137	1	1
1 4450	1 137	1	1
0 912	1 137	1	1
2 3221	1 137	1	1
2 208	1 137	1	1
2 1713	1 137	1	1
1 2186	1 138	1	1
2 517	1 138	1	1
2 451	1 138	1	1
2 3085	1 138	1	1
3 2103	1 138	1	1
0 3640	1 138	1	1
1 2233	1 139	1	1
1 3368	1 139	1	1
0 2394	1 139	1	1
3 3614	1 139	1	1
2 4019	1 139	1	1
2 4149	1 139	1	1
0 903	1 140	1	1
2 3005	1 140	1	1
2 1963	1 140	1	1
0 491	1 140	1	1
2 922	1 140	1	1
2 4169	1 140	1	1
1 801	1 141	1	1
2 1445	1 141	1	1
3 3435	1 141	1	1
3 4514	1 141	1	1
3 4268	1 141	1	1
3 3403	1 141	1	1
1 1701	1 142	1	1
0 800	1 142	1	1
2 1271	1 142	1	1
2 3459	1 142	1	1
3 2492	1 142	1	1
3 3488	1 142	1	1
1 1096	1 143	1	1
1 438	1 143	1	1
0 4922	1 143	1	1
2 2629	1 143	1	1
3 4400	1 143	1	1
0 623	1 143	1	1
0 25	1 144	1	1
2 3539	1 144	1	1
2 3723	1 144	1	1
3 4536	1 144	1	1
3 4241	1 144	1	1
0 4356	1 144	1	1
1 1246	1 145	1	1
1 4294	1 145	1	1
1 929	1 145	1	1
0 23	1 145	1	1
3 2374	1 145	1	1
2 4736	1 145	1	1
1 2536	1 146	1	1
0 4610	1 146	1	1
0 1969	1 146	1	1
2 4110	1 146	1	1
3 4529	1 146	1	1
3 653	1 146	1	1
1 3570	1 147	1	1
0 3022	1 147	1	1
0 2311	1 147	1	1
3 3849	1 147	1	1
0 3230	1 147	1	1
3 466	1 147	1	1
1 1166	1 148	1	1
1 1103	1 148	1	1
1 1544	1 148	1	1
2 87	1 148	1	1
2 4247	1 148	1	1
3 2193	1 148	1	1
1 53	1 149	1	1
1 2323	1 149	1	1
1 1221	1 149	1	1
3 4371	1 149	1	1
3 417	1 149	1	1
0 2257	1 149	1	1
1 3809	1 150	1	1
0 2902	1 150	1	1
2 3082	1 150	1	1
2 3528	1 150	1	1
3 4313	1 150	1	1
3 2714	1 150	1	1
1 2372	1 151	1	1
1 3445	1 151	1	1
0 1229	1 151	1	1
2 728	1 151	1	1
3 4133	1 151	1	1
3 3076	1 151	1	1
1 2725	1 152	1	1
1 3548	1 152	1	1
0 1062	1 152	1	1
0 3908	1 152	1	1
0 321	1 152	1	1
2 2221	1 152	1	1
1 1044	1 153	1	1
1 1361	1 153	1	1
1 3737	1 153	1	1
1 4946	1 153	1	1
0 1501	1 153	1	1
2 4982	1 153	1	1
1 3033	1 154	1	1
0 4354	1 154	1	1
3 3490	1 154	1	1
3 549	1 154	1	1
0 3223	1 154	1	1
0 2806	1 154	1	1
1 4824	1 155	1	1
0 1425	1 155	1	1
0 1752	1 155	1	1
2 2656	1 155	1	1
2 2970	1 155	1	1
3 4356	1 155	1	1
1 3349	1 156	1	1
1 4596	1 156	1	1
0 2452	1 156	1	1
3 3543	1 156	1	1
3 1371	1 156	1	1
3 696	1 156	1	1
0 2315	1 157	1	1
0 3163	1 157	1	1
2 3957	1 157	1	1
3 2496	1 157	1	1
3 880	1 157	1	1
2 4165	1 157	1	1
0 764	1 158	1	1
0 3547	1 158	1	1
2 4577	1 158	1	1
0 1564	1 158	1	1
2 4604	1 158	1	1
2 3781	1 158	1	1
1 2545	1 159	1	1
1 4391	1 159	1	1
0 4123	1 159	1	1
0 3638	1 159	1	1
3 4872	1 159	1	1
3 4154	1 159	1	1
1 412	1 160	1	1
1 908	1 160	1	1
1 4779	1 160	1	1
0 3275	1 160	1	1
0 2606	1 160	1	1
2 2720	1 160	1	1
1 4431	1 161	1	1
0 2521	1 161	1	1
0 4620	1 161	1	1
0 432	1 161	1	1
2 4765	1 161	1	1
3 444	1 161	1	1
1 3929	1 162	1	1
1 147	1 162	1	1
1 3393	1 162	1	1
3 1141	1 162	1	1
3 4627	1 162	1	1
2 3178	1 162	1	1
1 726	1 163	1	1
1 4204	1 163	1	1
0 4431	1 163	1	1
3 3031	1 163	1	1
0 4090	1 163	1	1
3 1667	1 163	1	1
0 2005	1 164	1	1
2 642	1 164	1	1
2 1672	1 164	1	1
2 3203	1 164	1	1
3 2420	1 164	1	1
2 2014	1 164	1	1
1 2077	1 165	1	1
1 1209	1 165	1	1
1 1714	1 165	1	1
1 823	1 165	1	1
0 1381	1 165	1	1
3 3275	1 165	1	1
1 4988	1 166	1	1
1 4500	1 166	1	1
1 2762	1 166	1	1
0 1596	1 166	1	1
2 3853	1 166	1	1
3 4793	1 166	1	1
1 2002	1 167	1	1
1 2507	1 167	1	1
1 3801	1 167	1	1
1 3769	1 167	1	1
2 2589	1 167	1	1
3 2698	1 167	1	1
1 730	1 168	1	1
0 1650	1 168	1	1
2 823	1 168	1	1
3 2439	1 168	1	1
3 1658	1 168	1	1
3 4095	1 168	1	1
1 4269	1 169	1	1
1 3260	1 169	1	1
0 179	1 169	1	1
0 3327	1 169	1	1
3 2515	1 169	1	1
0 4886	1 169	1	1
1 2581	1 170	1	1
1 1028	1 170	1	1
3 2505	1 170	1	1
3 1405	1 170	1	1
3 1306	1 170	1	1
3 3326	1 170	1	1
1 3912	1 171	1	1
0 1020	1 171	1	1
0 3728	1 171	1	1
0 3436	1 171	1	1
0 3350	1 171	1	1
3 380	1 171	1	1
0 461	1 172	1	1
0 1056	1 172	1	1
0 4487	1 172	1	1
2 2653	1 172	1	1
2 518	1 172	1	1
3 3329	1 172	1	1
0 563	1 173	1	1
0 693	1 173	1	1
3 2370	1 173	1	1
3 3202	1 173	1	1
2 3443	1 173	1	1
2 3815	1 173	1	1
1 274	1 174	1	1
0 1613	1 174	1	1
0 548	1 174	1	1
0 3681	1 174	1	1
0 210	1 174	1	1
2 2502	1 174	1	1
1 2962	1 175	1	1
0 2310	1 175	1	1
2 4833	1 175	1	1
3 490	1 175	1	1
3 1684	1 175	1	1
0 3785	1 175	1	1
1 2741	1 176	1	1
1 970	1 176	1	1
0 4080	1 176	1	1
0 701	1 176	1	1
2 1187	1 176	1	1
3 4799	1 176	1	1
1 3810	1 177	1	1
1 1634	1 177	1	1
2 2867	1 177	1	1
2 4171	1 177	1	1
3 2647	1 177	1	1
2 4408	1 177	1	1
0 934	1 178	1	1
0 4082	1 178	1	1
2 2894	1 178	1	1
2 2909	1 178	1	1
3 2073	1 178	1	1
3 437	1 178	1	1
1 2447	1 179	1	1
1 2046	1 179	1	1
2 196	1 179	1	1
3 1398	1 179	1	1
3 2531	1 179	1	1
3 4230	1 179	1	1
0 4809	1 180	1	1
2 3093	1 180	1	1
2 3399	1 180	1	1
2 2670	1 180	1	1
3 1530	1 180	1	1
2 3023	1 180	1	1
